draw_id,final_balance_uf,total_contributions_uf,contribution_density,months_cotizando,months_desempleado,months_informal
draw_00735,2170.1983770965544,1685.6249999999998,0.8806818181818182,465,25,38
draw_00736,2118.022362016103,1725.4999999999998,0.9015151515151515,476,14,38
draw_00737,2249.859413584151,1725.4999999999998,0.9015151515151515,476,16,36
draw_00738,2415.7009496901524,1761.7499999999998,0.9204545454545454,486,14,28
draw_00739,2263.4305127354833,1714.6249999999998,0.8958333333333334,473,16,39
draw_00740,2237.1864467274254,1765.3749999999998,0.9223484848484849,487,10,31
draw_00741,2265.0154845076777,1768.9999999999998,0.9242424242424242,488,10,30
draw_00742,2415.1100401124,1765.3749999999998,0.9223484848484849,487,10,31
draw_00743,2237.7777603489512,1725.4999999999998,0.9015151515151515,476,13,39
draw_00744,2243.0349754943663,1718.2499999999998,0.8977272727272727,474,15,39
draw_00745,2085.3143027446536,1714.6249999999998,0.8958333333333334,473,13,42
draw_00746,2059.3785233757153,1663.8749999999998,0.8693181818181818,459,15,54
draw_00747,2238.4884400698575,1736.3749999999998,0.9071969696969697,479,17,32
draw_00748,2096.1504317336594,1678.3749999999998,0.8768939393939394,463,26,39
draw_00749,2018.2823679881378,1685.6249999999998,0.8806818181818182,465,24,39
draw_00750,1992.5067849548366,1605.8749999999998,0.8390151515151515,443,19,66
draw_00751,2129.3076306247976,1732.7499999999998,0.9053030303030303,478,17,33
draw_00752,2300.640544638055,1692.8749999999998,0.884469696969697,467,22,39
draw_00753,2208.4801751467335,1808.8749999999998,0.9450757575757576,499,9,20
draw_00754,2003.901077837736,1721.8749999999998,0.8996212121212122,475,9,44
draw_00755,2070.8955700390793,1761.7499999999998,0.9204545454545454,486,16,26
draw_00756,2197.0139791117626,1729.1249999999998,0.9034090909090909,477,14,37
draw_00757,2208.4092820454453,1739.9999999999998,0.9090909090909091,480,7,41
draw_00758,2233.7170262750333,1710.9999999999998,0.8939393939393939,472,15,41
draw_00759,2292.144138943928,1674.7499999999998,0.875,462,22,44
draw_00760,2184.8496611571145,1710.9999999999998,0.8939393939393939,472,13,43
draw_00761,2225.023189328556,1779.8749999999998,0.9299242424242424,491,18,19
draw_00762,2158.5633653475684,1718.2499999999998,0.8977272727272727,474,16,38
draw_00763,2271.165007461639,1656.6249999999998,0.865530303030303,457,15,56
draw_00764,2372.9388731666922,1700.1249999999998,0.8882575757575758,469,14,45
draw_00765,2117.746708944808,1743.6249999999998,0.9109848484848485,481,16,31
draw_00766,2077.796286659482,1660.2499999999998,0.8674242424242424,458,13,57
draw_00767,2040.5444541543802,1794.3749999999998,0.9375,495,9,24
draw_00768,2213.062688163842,1794.3749999999998,0.9375,495,10,23
draw_00769,2032.5000111610032,1750.8749999999998,0.9147727272727273,483,10,35
draw_00770,2061.7283007929786,1703.7499999999998,0.8901515151515151,470,11,47
draw_00771,2235.7213231169794,1681.9999999999998,0.8787878787878788,464,19,45
draw_00772,2037.5066582260479,1674.7499999999998,0.875,462,16,50
draw_00773,2136.742752876478,1732.7499999999998,0.9053030303030303,478,12,38
draw_00774,2204.4606876797784,1732.7499999999998,0.9053030303030303,478,13,37
draw_00775,2135.323904671853,1718.2499999999998,0.8977272727272727,474,16,38
draw_00776,2102.244003344918,1750.8749999999998,0.9147727272727273,483,8,37
draw_00777,2249.4426067524755,1758.1249999999998,0.9185606060606061,485,14,29
draw_00778,2241.412245417368,1750.8749999999998,0.9147727272727273,483,9,36
draw_00779,2060.5619503995067,1739.9999999999998,0.9090909090909091,480,10,38
draw_00780,2269.27893434992,1772.6249999999998,0.9261363636363636,489,16,23
draw_00781,2115.711805815734,1656.6249999999998,0.865530303030303,457,21,50
draw_00782,2252.0164417271067,1747.2499999999998,0.9128787878787878,482,12,34
draw_00783,2019.9101508898702,1725.4999999999998,0.9015151515151515,476,11,41
draw_00784,2198.265334342976,1714.6249999999998,0.8958333333333334,473,15,40
draw_00785,2308.0409426981055,1768.9999999999998,0.9242424242424242,488,11,29
draw_00786,2365.085867727999,1776.2499999999998,0.928030303030303,490,16,22
draw_00787,2432.7828530301913,1754.4999999999998,0.9166666666666666,484,16,28
draw_00788,2200.150884427766,1732.7499999999998,0.9053030303030303,478,12,38
draw_00789,2196.8715474069186,1765.3749999999998,0.9223484848484849,487,14,27
draw_00790,2133.747436498862,1685.6249999999998,0.8806818181818182,465,11,52
draw_00791,2176.1737336961432,1656.6249999999998,0.865530303030303,457,23,48
draw_00792,2369.778072348529,1787.1249999999998,0.9337121212121212,493,11,24
draw_00793,2329.078134448291,1743.6249999999998,0.9109848484848485,481,15,32
draw_00794,2273.5501611401446,1696.4999999999998,0.8863636363636364,468,14,46
draw_00795,2297.280040464965,1721.8749999999998,0.8996212121212122,475,9,44
draw_00796,2095.334433401324,1681.9999999999998,0.8787878787878788,464,15,49
draw_00797,2258.6546708346837,1703.7499999999998,0.8901515151515151,470,13,45
draw_00798,2088.387212349991,1681.9999999999998,0.8787878787878788,464,18,46
draw_00799,2124.5701073414707,1714.6249999999998,0.8958333333333334,473,15,40
draw_00800,2227.500597604441,1761.7499999999998,0.9204545454545454,486,8,34
draw_00801,2290.4685850411543,1692.8749999999998,0.884469696969697,467,18,43
draw_00802,2319.9389750442633,1718.2499999999998,0.8977272727272727,474,24,30
draw_00803,2139.5091135180346,1758.1249999999998,0.9185606060606061,485,11,32
draw_00804,2097.1560287224725,1714.6249999999998,0.8958333333333334,473,11,44
draw_00805,2259.6865677811484,1656.6249999999998,0.865530303030303,457,16,55
draw_00806,2236.557193921751,1707.3749999999998,0.8920454545454546,471,22,35
draw_00807,2012.6347665746323,1674.7499999999998,0.875,462,17,49
draw_00808,2282.6108333967854,1739.9999999999998,0.9090909090909091,480,22,26
draw_00809,2195.4857761066523,1729.1249999999998,0.9034090909090909,477,12,39
draw_00810,1993.5594558752962,1710.9999999999998,0.8939393939393939,472,15,41
draw_00811,1939.7825827728805,1685.6249999999998,0.8806818181818182,465,25,38
draw_00812,2393.836497240206,1765.3749999999998,0.9223484848484849,487,13,28
draw_00813,2362.0584315939154,1729.1249999999998,0.9034090909090909,477,11,40
draw_00814,2164.055799612462,1707.3749999999998,0.8920454545454546,471,18,39
draw_00815,2209.8029750226683,1790.7499999999998,0.9356060606060606,494,7,27
draw_00816,2156.7511128458978,1729.1249999999998,0.9034090909090909,477,15,36
draw_00817,2227.6438711673786,1671.1249999999998,0.8731060606060606,461,15,52
draw_00818,2314.35140569012,1758.1249999999998,0.9185606060606061,485,13,30
draw_00819,2225.432178164375,1765.3749999999998,0.9223484848484849,487,10,31
draw_00820,1945.3838405120307,1761.7499999999998,0.9204545454545454,486,10,32
draw_00821,2375.5363498002675,1750.8749999999998,0.9147727272727273,483,14,31
draw_00822,2100.872121177278,1732.7499999999998,0.9053030303030303,478,11,39
draw_00823,2324.1657611657597,1768.9999999999998,0.9242424242424242,488,13,27
draw_00824,2152.0945644557187,1710.9999999999998,0.8939393939393939,472,9,47
draw_00825,2062.5219140100453,1656.6249999999998,0.865530303030303,457,25,46
draw_00826,2443.2502386877723,1761.7499999999998,0.9204545454545454,486,7,35
draw_00827,2220.3749687535337,1732.7499999999998,0.9053030303030303,478,17,33
draw_00828,2330.323032779158,1707.3749999999998,0.8920454545454546,471,12,45
draw_00829,2145.2203460018686,1710.9999999999998,0.8939393939393939,472,9,47
draw_00830,2295.0968136194188,1801.6249999999998,0.9412878787878788,497,9,22
draw_00831,2063.0347451509674,1743.6249999999998,0.9109848484848485,481,10,37
draw_00832,2075.0313195442127,1721.8749999999998,0.8996212121212122,475,15,38
draw_00833,2177.0568555978393,1736.3749999999998,0.9071969696969697,479,17,32
draw_00834,2003.4021188908312,1696.4999999999998,0.8863636363636364,468,15,45
draw_00835,2443.0842040634743,1765.3749999999998,0.9223484848484849,487,18,23
draw_00836,2406.2746353190055,1747.2499999999998,0.9128787878787878,482,14,32
draw_00837,1943.965833323098,1692.8749999999998,0.884469696969697,467,19,42
draw_00838,2126.5139837196984,1671.1249999999998,0.8731060606060606,461,25,42
draw_00839,2469.8010807385385,1747.2499999999998,0.9128787878787878,482,10,36
draw_00840,2361.62136051248,1790.7499999999998,0.9356060606060606,494,14,20
draw_00841,2267.2863494539843,1710.9999999999998,0.8939393939393939,472,15,41
draw_00842,2210.6193748014593,1671.1249999999998,0.8731060606060606,461,26,41
draw_00843,2217.6189491218443,1747.2499999999998,0.9128787878787878,482,17,29
draw_00844,2017.762188029396,1725.4999999999998,0.9015151515151515,476,16,36
draw_00845,2175.603462101396,1671.1249999999998,0.8731060606060606,461,15,52
draw_00846,2371.28200618838,1732.7499999999998,0.9053030303030303,478,14,36
draw_00847,2433.627953845223,1859.6249999999998,0.9715909090909091,513,6,9
draw_00848,2088.37407188888,1681.9999999999998,0.8787878787878788,464,15,49
draw_00849,2072.427889695065,1739.9999999999998,0.9090909090909091,480,15,33
draw_00850,2155.863327271107,1736.3749999999998,0.9071969696969697,479,13,36
draw_00851,2165.7949772778993,1718.2499999999998,0.8977272727272727,474,10,44
draw_00852,2230.410948774458,1703.7499999999998,0.8901515151515151,470,20,38
draw_00853,2020.9441908607198,1674.7499999999998,0.875,462,19,47
draw_00854,2113.0552878375106,1739.9999999999998,0.9090909090909091,480,12,36
draw_00855,2260.450732706293,1732.7499999999998,0.9053030303030303,478,19,31
draw_00856,2202.612320299127,1714.6249999999998,0.8958333333333334,473,18,37
draw_00857,2120.223673904691,1674.7499999999998,0.875,462,19,47
draw_00858,2184.2693393772133,1681.9999999999998,0.8787878787878788,464,23,41
draw_00859,2066.1272310854774,1750.8749999999998,0.9147727272727273,483,19,26
draw_00860,2286.82679583725,1696.4999999999998,0.8863636363636364,468,10,50
draw_00861,1967.9598872312765,1681.9999999999998,0.8787878787878788,464,15,49
draw_00862,2467.8987912544317,1790.7499999999998,0.9356060606060606,494,12,22
draw_00863,2242.072502111311,1761.7499999999998,0.9204545454545454,486,15,27
draw_00864,2186.365790635216,1794.3749999999998,0.9375,495,12,21
draw_00865,2099.959403471983,1736.3749999999998,0.9071969696969697,479,12,37
draw_00866,2172.468677794967,1696.4999999999998,0.8863636363636364,468,16,44
draw_00867,2124.384614903129,1696.4999999999998,0.8863636363636364,468,18,42
draw_00868,2306.242361083651,1797.9999999999998,0.9393939393939394,496,8,24
draw_00869,1940.747205552795,1710.9999999999998,0.8939393939393939,472,10,46
draw_00870,2196.8715567215577,1714.6249999999998,0.8958333333333334,473,2,53
draw_00871,1976.547314971436,1674.7499999999998,0.875,462,19,47
draw_00872,2174.260508296339,1685.6249999999998,0.8806818181818182,465,24,39
draw_00873,2099.9605225168775,1721.8749999999998,0.8996212121212122,475,7,46
draw_00874,2035.9485355853499,1681.9999999999998,0.8787878787878788,464,15,49
draw_00875,2230.6195552096865,1703.7499999999998,0.8901515151515151,470,15,43
draw_00876,2124.4987328734273,1652.9999999999998,0.8636363636363636,456,23,49
draw_00877,2455.470993581973,1707.3749999999998,0.8920454545454546,471,9,48
draw_00878,2105.769792993216,1692.8749999999998,0.884469696969697,467,13,48
draw_00879,2288.849511820995,1656.6249999999998,0.865530303030303,457,25,46
draw_00880,2346.976857663984,1707.3749999999998,0.8920454545454546,471,16,41
draw_00881,2049.495417856348,1638.4999999999998,0.8560606060606061,452,21,55
draw_00882,2024.30001368656,1710.9999999999998,0.8939393939393939,472,14,42
draw_00883,2133.465281989644,1776.2499999999998,0.928030303030303,490,11,27
draw_00884,2092.887220237322,1613.1249999999998,0.8428030303030303,445,18,65
draw_00885,2135.5404861094635,1725.4999999999998,0.9015151515151515,476,15,37
draw_00886,2618.3334320346617,1859.6249999999998,0.9715909090909091,513,8,7
draw_00887,2196.670618260553,1743.6249999999998,0.9109848484848485,481,17,30
draw_00888,2255.967858556766,1732.7499999999998,0.9053030303030303,478,21,29
draw_00889,2313.0594615780997,1747.2499999999998,0.9128787878787878,482,15,31
draw_00890,2164.8219148891753,1758.1249999999998,0.9185606060606061,485,17,26
draw_00891,2157.651466366268,1710.9999999999998,0.8939393939393939,472,26,30
draw_00892,2107.737058966813,1652.9999999999998,0.8636363636363636,456,19,53
draw_00893,2206.4420323414065,1776.2499999999998,0.928030303030303,490,21,17
draw_00894,2248.0503588997176,1729.1249999999998,0.9034090909090909,477,13,38
draw_00895,2183.41507413227,1718.2499999999998,0.8977272727272727,474,10,44
draw_00896,2171.043364549387,1703.7499999999998,0.8901515151515151,470,17,41
draw_00897,2148.846163896719,1714.6249999999998,0.8958333333333334,473,14,41
draw_00898,2053.680012885211,1703.7499999999998,0.8901515151515151,470,15,43
draw_00899,2173.1418032590686,1689.2499999999998,0.8825757575757576,466,15,47
draw_00900,2040.382244117244,1667.4999999999998,0.8712121212121212,460,20,48
draw_00901,2113.896076694179,1736.3749999999998,0.9071969696969697,479,12,37
draw_00902,2021.6443413736738,1634.8749999999998,0.8541666666666666,451,27,50
draw_00903,2053.5311395108643,1718.2499999999998,0.8977272727272727,474,15,39
draw_00904,2084.059120993762,1616.7499999999998,0.8446969696969697,446,28,54
draw_00905,2174.2855420017554,1758.1249999999998,0.9185606060606061,485,9,34
draw_00906,2075.4750909842815,1707.3749999999998,0.8920454545454546,471,12,45
draw_00907,2105.8787899618055,1743.6249999999998,0.9109848484848485,481,13,34
draw_00908,2443.0758776139523,1729.1249999999998,0.9034090909090909,477,16,35
draw_00909,2076.613686359657,1663.8749999999998,0.8693181818181818,459,24,45
draw_00910,2086.850331369991,1714.6249999999998,0.8958333333333334,473,21,34
draw_00911,2308.8798243890838,1710.9999999999998,0.8939393939393939,472,22,34
draw_00912,1945.2269663572906,1652.9999999999998,0.8636363636363636,456,17,55
draw_00913,2279.4203496466357,1797.9999999999998,0.9393939393939394,496,11,21
draw_00914,2215.2463617095214,1703.7499999999998,0.8901515151515151,470,16,42
draw_00915,2131.373433646135,1732.7499999999998,0.9053030303030303,478,9,41
draw_00916,2320.108711483038,1725.4999999999998,0.9015151515151515,476,13,39
draw_00917,2066.0009716008835,1671.1249999999998,0.8731060606060606,461,16,51
draw_00918,2146.946006812125,1703.7499999999998,0.8901515151515151,470,18,40
draw_00919,2013.5673115112675,1656.6249999999998,0.865530303030303,457,3,68
draw_00920,2272.7867230083502,1620.3749999999998,0.8465909090909091,447,18,63
draw_00921,2207.3052519293183,1703.7499999999998,0.8901515151515151,470,24,34
draw_00922,2104.1371218583945,1671.1249999999998,0.8731060606060606,461,20,47
draw_00923,2146.8654905805283,1725.4999999999998,0.9015151515151515,476,17,35
draw_00924,2188.4030624307907,1729.1249999999998,0.9034090909090909,477,20,31
draw_00925,2257.328721204206,1689.2499999999998,0.8825757575757576,466,21,41
draw_00926,2246.9975252194477,1747.2499999999998,0.9128787878787878,482,12,34
draw_00927,2115.0565510801084,1671.1249999999998,0.8731060606060606,461,11,56
draw_00928,2464.553779625659,1743.6249999999998,0.9109848484848485,481,13,34
draw_00929,2229.581732161802,1700.1249999999998,0.8882575757575758,469,12,47
draw_00930,2229.624636089901,1758.1249999999998,0.9185606060606061,485,17,26
draw_00931,2300.072930613682,1707.3749999999998,0.8920454545454546,471,19,38
draw_00932,2209.9801264775824,1710.9999999999998,0.8939393939393939,472,18,38
draw_00933,2056.94701066084,1616.7499999999998,0.8446969696969697,446,20,62
draw_00934,2142.3251393814785,1638.4999999999998,0.8560606060606061,452,29,47
draw_00935,2058.016510620053,1674.7499999999998,0.875,462,17,49
draw_00936,2305.2892360958213,1634.8749999999998,0.8541666666666666,451,27,50
draw_00937,2054.246526177851,1685.6249999999998,0.8806818181818182,465,22,41
draw_00938,2338.7799535878803,1707.3749999999998,0.8920454545454546,471,16,41
draw_00939,2033.7596617721754,1627.6249999999998,0.8503787878787878,449,26,53
draw_00940,2145.5099078649523,1743.6249999999998,0.9109848484848485,481,13,34
draw_00941,1958.494576011731,1660.2499999999998,0.8674242424242424,458,19,51
draw_00942,2305.6486719149784,1732.7499999999998,0.9053030303030303,478,23,27
draw_00943,2160.821339568348,1754.4999999999998,0.9166666666666666,484,6,38
draw_00944,2150.984048988817,1718.2499999999998,0.8977272727272727,474,20,34
draw_00945,2231.018294297968,1649.3749999999998,0.8617424242424242,455,25,48
draw_00946,2185.79162109853,1587.7499999999998,0.8295454545454546,438,19,71
draw_00947,2059.55108887815,1591.3749999999998,0.8314393939393939,439,19,70
draw_00948,2255.3614949979346,1790.7499999999998,0.9356060606060606,494,14,20
draw_00949,2081.9279920915533,1710.9999999999998,0.8939393939393939,472,17,39
draw_00950,2160.711313795136,1732.7499999999998,0.9053030303030303,478,10,40
draw_00951,2132.7134074800933,1721.8749999999998,0.8996212121212122,475,13,40
draw_00952,2292.6155189266483,1732.7499999999998,0.9053030303030303,478,10,40
draw_00953,2165.8265850285834,1663.8749999999998,0.8693181818181818,459,21,48
draw_00954,2207.9042567295714,1707.3749999999998,0.8920454545454546,471,15,42
draw_00955,1947.3412666470172,1663.8749999999998,0.8693181818181818,459,12,57
draw_00956,2219.79069583732,1696.4999999999998,0.8863636363636364,468,16,44
draw_00957,2379.045463567062,1721.8749999999998,0.8996212121212122,475,9,44
draw_00958,2396.6329413279573,1736.3749999999998,0.9071969696969697,479,14,35
draw_00959,2261.6206139416595,1732.7499999999998,0.9053030303030303,478,8,42
draw_00960,2304.2682731866175,1721.8749999999998,0.8996212121212122,475,16,37
draw_00961,2437.878956044364,1696.4999999999998,0.8863636363636364,468,22,38
draw_00962,2026.4505959319208,1569.6249999999998,0.8200757575757576,433,27,68
draw_00963,2266.254376862791,1725.4999999999998,0.9015151515151515,476,12,40
draw_00964,2058.6407201904267,1638.4999999999998,0.8560606060606061,452,18,58
draw_00965,2323.1686463529336,1718.2499999999998,0.8977272727272727,474,6,48
draw_00966,2209.371559871654,1761.7499999999998,0.9204545454545454,486,10,32
draw_00967,2232.171428419781,1805.2499999999998,0.9431818181818182,498,12,18
draw_00968,2227.9207468325553,1761.7499999999998,0.9204545454545454,486,9,33
draw_00969,2068.7564409506176,1692.8749999999998,0.884469696969697,467,20,41
draw_00970,2131.922165054691,1692.8749999999998,0.884469696969697,467,20,41
draw_00971,2325.663742351373,1703.7499999999998,0.8901515151515151,470,14,44
draw_00972,2065.8194082664318,1703.7499999999998,0.8901515151515151,470,12,46
draw_00973,2108.5230362581406,1678.3749999999998,0.8768939393939394,463,20,45
draw_00974,2308.2855635741876,1656.6249999999998,0.865530303030303,457,17,54
draw_00975,2078.870331251005,1667.4999999999998,0.8712121212121212,460,12,56
draw_00976,2180.7463431796846,1700.1249999999998,0.8882575757575758,469,14,45
draw_00977,2141.689368254996,1750.8749999999998,0.9147727272727273,483,11,34
draw_00978,2192.3199539154057,1758.1249999999998,0.9185606060606061,485,10,33
draw_00979,2194.9706627600194,1703.7499999999998,0.8901515151515151,470,5,53
draw_00980,2109.37992661449,1667.4999999999998,0.8712121212121212,460,29,39
draw_00981,2285.871239504483,1692.8749999999998,0.884469696969697,467,19,42
draw_00982,2193.2654047746178,1685.6249999999998,0.8806818181818182,465,18,45
draw_00983,1981.4056349498635,1649.3749999999998,0.8617424242424242,455,17,56
draw_00984,2473.1550201671703,1779.8749999999998,0.9299242424242424,491,24,13
draw_00985,2209.4193651838195,1707.3749999999998,0.8920454545454546,471,14,43
draw_00986,2186.599258563976,1696.4999999999998,0.8863636363636364,468,18,42
draw_00987,2322.6197650163995,1743.6249999999998,0.9109848484848485,481,19,28
draw_00988,2295.639349805319,1674.7499999999998,0.875,462,19,47
draw_00989,2125.7741892986855,1692.8749999999998,0.884469696969697,467,9,52
draw_00990,2166.7021116157466,1721.8749999999998,0.8996212121212122,475,13,40
draw_00991,2311.1913113290398,1747.2499999999998,0.9128787878787878,482,4,42
draw_00992,2168.9843618742025,1710.9999999999998,0.8939393939393939,472,22,34
draw_00993,2293.3875023257297,1736.3749999999998,0.9071969696969697,479,17,32
draw_00994,2217.764883482904,1689.2499999999998,0.8825757575757576,466,6,56
draw_00995,2119.317883382569,1685.6249999999998,0.8806818181818182,465,18,45
draw_00996,2235.467994413328,1627.6249999999998,0.8503787878787878,449,38,41
draw_00997,2096.871125028414,1667.4999999999998,0.8712121212121212,460,21,47
draw_00998,2369.5808130463183,1721.8749999999998,0.8996212121212122,475,14,39
draw_00999,2218.566370415732,1714.6249999999998,0.8958333333333334,473,15,40
draw_01000,2166.142799938814,1787.1249999999998,0.9337121212121212,493,10,25
draw_01001,2066.7462161537305,1649.3749999999998,0.8617424242424242,455,15,58
draw_01002,2237.7351476394474,1685.6249999999998,0.8806818181818182,465,25,38
draw_01003,2053.041047439804,1645.7499999999998,0.8598484848484849,454,15,59
draw_01004,2145.9346510951023,1573.2499999999998,0.821969696969697,434,28,66
draw_01005,2148.4142360301316,1761.7499999999998,0.9204545454545454,486,16,26
draw_01006,2321.813357409116,1783.4999999999998,0.9318181818181818,492,11,25
draw_01007,2210.4309614178233,1758.1249999999998,0.9185606060606061,485,22,21
draw_01008,2103.111840676628,1750.8749999999998,0.9147727272727273,483,17,28
draw_01009,2141.8253152036004,1692.8749999999998,0.884469696969697,467,18,43
draw_01010,2198.432404913227,1739.9999999999998,0.9090909090909091,480,16,32
draw_01011,2468.854776914719,1783.4999999999998,0.9318181818181818,492,11,25
draw_01012,2188.026697637604,1721.8749999999998,0.8996212121212122,475,11,42
draw_01013,2069.5316010793836,1565.9999999999998,0.8181818181818182,432,18,78
draw_01014,2232.5825140744164,1747.2499999999998,0.9128787878787878,482,14,32
draw_01015,2013.099835562113,1696.4999999999998,0.8863636363636364,468,16,44
draw_01016,2412.992533582505,1743.6249999999998,0.9109848484848485,481,8,39
draw_01017,2392.46218224838,1758.1249999999998,0.9185606060606061,485,8,35
draw_01018,2175.7044326885107,1707.3749999999998,0.8920454545454546,471,9,48
draw_01019,2734.865996813611,1794.3749999999998,0.9375,495,14,19
draw_01020,2189.4057648186285,1696.4999999999998,0.8863636363636364,468,19,41
draw_01021,2256.7913845930134,1736.3749999999998,0.9071969696969697,479,9,40
draw_01022,2159.7058238053905,1692.8749999999998,0.884469696969697,467,13,48
draw_01023,2142.5868158940725,1721.8749999999998,0.8996212121212122,475,12,41
draw_01024,2181.693109643339,1729.1249999999998,0.9034090909090909,477,15,36
draw_01025,1965.720844202796,1671.1249999999998,0.8731060606060606,461,22,45
draw_01026,2105.442197426729,1754.4999999999998,0.9166666666666666,484,15,29
draw_01027,2094.2498201283515,1605.8749999999998,0.8390151515151515,443,24,61
draw_01028,2214.0275568134866,1721.8749999999998,0.8996212121212122,475,17,36
draw_01029,2089.0325708459277,1689.2499999999998,0.8825757575757576,466,18,44
draw_01030,2178.2244649927093,1736.3749999999998,0.9071969696969697,479,15,34
draw_01031,1958.5200913465255,1671.1249999999998,0.8731060606060606,461,22,45
draw_01032,2277.27749864785,1834.2499999999998,0.9583333333333334,506,13,9
draw_01033,2177.351438225116,1671.1249999999998,0.8731060606060606,461,7,60
draw_01034,2172.0405020549997,1725.4999999999998,0.9015151515151515,476,17,35
draw_01035,2142.0815619857563,1663.8749999999998,0.8693181818181818,459,20,49
draw_01036,2051.5226333143755,1678.3749999999998,0.8768939393939394,463,25,40
draw_01037,2226.5415547868333,1758.1249999999998,0.9185606060606061,485,17,26
draw_01038,2113.1883242757226,1656.6249999999998,0.865530303030303,457,13,58
draw_01039,2466.6277176629974,1808.8749999999998,0.9450757575757576,499,6,23
draw_01040,2147.1238206907874,1700.1249999999998,0.8882575757575758,469,7,52
draw_01041,2114.420679895167,1729.1249999999998,0.9034090909090909,477,13,38
draw_01042,2386.929024529588,1681.9999999999998,0.8787878787878788,464,22,42
draw_01043,2100.241368918903,1620.3749999999998,0.8465909090909091,447,26,55
draw_01044,2335.325668708563,1750.8749999999998,0.9147727272727273,483,10,35
draw_01045,2037.0982127603022,1616.7499999999998,0.8446969696969697,446,20,62
draw_01046,2388.5535767174865,1761.7499999999998,0.9204545454545454,486,13,29
draw_01047,2114.0867830475913,1656.6249999999998,0.865530303030303,457,20,51
draw_01048,2374.6886107359837,1747.2499999999998,0.9128787878787878,482,15,31
draw_01049,2495.865675961301,1779.8749999999998,0.9299242424242424,491,11,26
draw_01050,2091.603528758743,1689.2499999999998,0.8825757575757576,466,17,45
draw_01051,2311.6911037401105,1754.4999999999998,0.9166666666666666,484,8,36
draw_01052,2406.3135199585145,1747.2499999999998,0.9128787878787878,482,12,34
draw_01053,2457.8782084906425,1739.9999999999998,0.9090909090909091,480,18,30
draw_01054,2271.4292431658596,1772.6249999999998,0.9261363636363636,489,7,32
draw_01055,2339.783032029998,1758.1249999999998,0.9185606060606061,485,11,32
draw_01056,2027.2329653283546,1721.8749999999998,0.8996212121212122,475,16,37
draw_01057,2167.64157128254,1736.3749999999998,0.9071969696969697,479,15,34
draw_01058,2335.0372448493163,1689.2499999999998,0.8825757575757576,466,20,42
draw_01059,2136.9420085128772,1710.9999999999998,0.8939393939393939,472,16,40
draw_01060,2156.1774445486417,1725.4999999999998,0.9015151515151515,476,10,42
draw_01061,2004.9238731980104,1627.6249999999998,0.8503787878787878,449,26,53
draw_01062,2109.9957215723384,1768.9999999999998,0.9242424242424242,488,12,28
draw_01063,2173.114531673508,1765.3749999999998,0.9223484848484849,487,14,27
draw_01064,2234.7232917843235,1700.1249999999998,0.8882575757575758,469,9,50
draw_01065,2313.2409398286745,1797.9999999999998,0.9393939393939394,496,8,24
draw_01066,2273.829065610668,1714.6249999999998,0.8958333333333334,473,10,45
draw_01067,1954.5050247118522,1663.8749999999998,0.8693181818181818,459,19,50
draw_01068,2049.6299540146265,1681.9999999999998,0.8787878787878788,464,19,45
draw_01069,2400.0627693322535,1674.7499999999998,0.875,462,23,43
draw_01070,2168.5612630212727,1707.3749999999998,0.8920454545454546,471,26,31
draw_01071,2216.0520602640177,1714.6249999999998,0.8958333333333334,473,9,46
draw_01072,2398.8561792255123,1801.6249999999998,0.9412878787878788,497,4,27
draw_01073,2122.490310071206,1678.3749999999998,0.8768939393939394,463,20,45
draw_01074,2101.510825963954,1660.2499999999998,0.8674242424242424,458,16,54
draw_01075,2065.374879991263,1685.6249999999998,0.8806818181818182,465,13,50
draw_01076,2057.7763839359995,1692.8749999999998,0.884469696969697,467,18,43
draw_01077,1902.231303689336,1642.1249999999998,0.8579545454545454,453,16,59
draw_01078,2160.3758831824725,1645.7499999999998,0.8598484848484849,454,15,59
draw_01079,2336.3268976133727,1768.9999999999998,0.9242424242424242,488,14,26
draw_01080,2167.677547264611,1768.9999999999998,0.9242424242424242,488,10,30
draw_01081,2190.4495322059233,1678.3749999999998,0.8768939393939394,463,11,54
draw_01082,2164.1828478439397,1663.8749999999998,0.8693181818181818,459,17,52
draw_01083,2287.506426306842,1714.6249999999998,0.8958333333333334,473,18,37
draw_01084,2074.586112055607,1765.3749999999998,0.9223484848484849,487,11,30
draw_01085,2233.8301224056086,1678.3749999999998,0.8768939393939394,463,19,46
draw_01086,2428.7600766989094,1739.9999999999998,0.9090909090909091,480,10,38
draw_01087,2048.0932662677224,1692.8749999999998,0.884469696969697,467,20,41
draw_01088,2197.7534209289233,1663.8749999999998,0.8693181818181818,459,15,54
draw_01089,2140.146852762664,1743.6249999999998,0.9109848484848485,481,15,32
draw_01090,1848.8064025821352,1565.9999999999998,0.8181818181818182,432,32,64
draw_01091,2510.9456927995734,1700.1249999999998,0.8882575757575758,469,17,42
draw_01092,2241.616330812221,1783.4999999999998,0.9318181818181818,492,10,26
draw_01093,2214.7474329861075,1754.4999999999998,0.9166666666666666,484,5,39
draw_01094,2212.7030955513937,1710.9999999999998,0.8939393939393939,472,13,43
draw_01095,2082.6546194395455,1768.9999999999998,0.9242424242424242,488,13,27
draw_01096,2032.3693915948065,1736.3749999999998,0.9071969696969697,479,19,30
draw_01097,2200.9325443788966,1790.7499999999998,0.9356060606060606,494,15,19
