period,uf_clp,tope_uf,uf_convention,uf_source,tope_source
2021-08,29935.08,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-09,30088.37,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-10,30380.53,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-11,30762.8,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2021-12,30991.74,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2021.htm,https://www71.spensiones.cl/portal/institucional/594/w3-article-14366.html
2022-01,31212.65,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-02,31539.2,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-03,31727.74,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-04,32176.49,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-05,32679.54,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-06,33086.83,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-07,33417.26,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-08,33836.51,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-09,34258.23,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-10,34600.35,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-11,34811.8,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2022-12,35110.98,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2022.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15074.html
2023-01,35287.5,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-02,35509.68,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-03,35575.48,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-04,35838.55,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-05,36032.89,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-06,36089.48,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-07,36049.05,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-08,36130.31,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-09,36197.53,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-10,36388.07,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-11,36563.87,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2023-12,36789.36,81.6,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2023.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15486.html
2024-01,36733.04,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-02,36856.5,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-03,37093.52,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-04,37261.98,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-05,37438.91,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-06,37571.86,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-07,37578.95,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-08,37754.47,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-09,37910.42,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-10,37971.42,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-11,38247.92,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2024-12,38416.69,84.3,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2024.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-15891.html
2025-01,38384.41,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-02,38647.94,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-03,38894.11,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-04,39075.41,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-05,39189.45,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-06,39267.07,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-07,39179.01,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-08,39383.07,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-09,39485.65,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-10,39597.67,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-11,39643.59,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
2025-12,39727.96,87.8,calendar_month_end,https://www.sii.cl/valores_y_fechas/uf/uf2025.htm,https://www.spensiones.cl/portal/institucional/594/w3-article-16252.html
