archetype,age_start,wage_uf,density,initial_balance_uf,observed_fund,month,year,observed_balance_uf,what_if_balance_uf,delta_uf,what_if_fund
Edad media en Fondo A,48,55.0,0.8,90.0,A,103,8.583333333333334,525.8170740063717,459.4338086813407,-66.38326532503106,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,104,8.666666666666666,529.6423035330355,460.87147209354134,-68.77083143949415,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,105,8.75,532.4931056316407,462.0333104279262,-70.45979520371446,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,106,8.833333333333334,534.6933948622496,463.0309926040213,-71.66240225822833,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,107,8.916666666666666,536.6041511178462,463.9827778249562,-72.62137329288998,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,108,9.0,538.5078551807567,464.9800093791487,-73.52784580160795,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,109,9.083333333333334,540.5268958421663,466.0634778972196,-74.46341794494663,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,110,9.166666666666666,542.6002651737464,467.21651331835665,-75.38375185538973,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,111,9.25,544.5240184726216,468.37646818745634,-76.14755028516527,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,112,9.333333333333334,546.0421454834839,469.46074537480104,-76.58140010868283,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,113,9.416666666666666,546.9591072126584,470.39915147847535,-76.55995573418306,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,114,9.5,553.2803210835776,477.2124031291146,-76.06791795446304,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,115,9.583333333333334,559.1276737515595,483.888369506585,-75.23930424497456,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,116,9.666666666666666,564.8560893752175,490.50700061032967,-74.34908876488782,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,117,9.75,570.9423726648918,497.18722059939796,-73.7551520654938,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,118,9.833333333333334,577.869211155482,504.05662098693335,-73.8125901685487,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,119,9.916666666666666,586.0061833888992,511.21837348992665,-74.78780989897257,D
Edad media en Fondo A,48,55.0,0.8,90.0,A,120,10.0,595.5231265527714,518.7257826444443,-76.7973439083271,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,0,0.0,180.0,180.0,0.0,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,1,0.08333333333333333,186.10146,185.22231749999997,-0.8791425000000288,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,2,0.16666666666666666,192.4783628136889,190.5608217792045,-1.917541034484401,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,3,0.25,199.02191792555413,195.97837025009468,-3.0435476754594504,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,4,0.3333333333333333,205.65337098380834,201.4453552966056,-4.208015687202732,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,5,0.4166666666666667,212.3496601020761,206.94793490564604,-5.40172519643005,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,6,0.5,219.14838569104876,212.48980070773032,-6.658584983318434,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,7,0.5833333333333334,226.12891253313396,218.08672539659474,-8.042187136539212,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,8,0.6666666666666666,233.37491799064912,223.75565311613798,-9.619264874511146,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,9,0.75,240.93045593084742,229.50210407749057,-11.428351853356844,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,10,0.8333333333333334,248.7641909077545,235.31044003939388,-13.453750868360629,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,11,0.9166666666666666,256.7545622237092,241.14081805890288,-15.613744164806292,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,12,1.0,264.70320164331815,246.93465459676858,-17.76854704654957,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,13,1.0833333333333333,272.3759682900568,252.62768400801568,-19.748284282041112,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,14,1.1666666666666667,279.56172902553,258.16700613813987,-21.394722887390117,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,15,1.25,286.1310801547153,263.5267699760138,-22.604310178701496,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,16,1.3333333333333333,292.0744965444766,268.71709490710714,-23.357401637369435,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,17,1.4166666666666667,297.5048709995224,273.7827376189013,-23.722133380621074,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,18,1.5,302.62202686213027,278.7913319162798,-23.830694945850496,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,19,1.5833333333333333,307.6510160343826,283.81455774722934,-23.836458287153278,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,20,1.6666666666666667,312.77521240369987,288.9080168242258,-23.86719557947407,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,21,1.75,318.0860187062074,294.0960882213522,-23.989930484855222,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,22,1.8333333333333333,323.56465044386255,299.36655707995646,-24.198093363906082,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,23,1.9166666666666667,329.10139118301896,304.67690262978863,-24.424488553230333,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,24,2.0,334.5467986830075,309.97063043403534,-24.57616824897218,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,25,2.0833333333333335,278.0565031862443,296.7970387496671,18.74053556342278,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,26,2.1666666666666665,261.21073215001024,294.44773244837256,33.23700029836232,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,27,2.25,286.4605475933828,306.8850212902365,20.424473696853738,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,28,2.3333333333333335,305.57539100528396,316.8295520350884,11.254161029804436,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,29,2.4166666666666665,310.74922376001655,321.9488068513657,11.199583091349155,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,30,2.5,316.48569696187377,327.2295865184574,10.74388955658361,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,31,2.5833333333333335,322.97686981737326,332.7425329002493,9.765663082876017,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,32,2.6666666666666665,330.3031828281394,338.5232661903083,8.22008336216885,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,33,2.75,338.4129795561587,344.56457134815975,6.1515917920010565,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,34,2.8333333333333335,347.1371287603667,350.82090792215996,3.683779161793268,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,35,2.9166666666666665,356.2357067309407,357.22374272834196,0.9880359974012549,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,36,3.0,365.4647129024853,363.7028417703344,-1.7618711321509295,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,37,3.0833333333333335,374.643241892132,370.2066122468362,-4.436629645295795,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,38,3.1666666666666665,383.6987911490854,376.7146316830518,-6.9841594660336455,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,39,3.25,392.6736194909028,383.23788083254254,-9.435738658360265,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,40,3.3333333333333335,401.6879793040001,389.80630031193044,-11.88167899206968,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,41,3.4166666666666665,410.8717077190234,396.4477338588229,-14.423973860200476,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,42,3.5,420.28733737433487,403.1655068623387,-17.121830511996166,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,43,3.5833333333333335,429.8712829714401,409.92270790151184,-19.948575069928268,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,44,3.6666666666666665,439.41465361179297,416.63944736714654,-22.775206244646427,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,45,3.75,448.59411673471703,423.2055018885529,-25.38861484616416,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,46,3.8333333333333335,457.0484386255114,429.5058739647791,-27.542564660732296,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,47,3.9166666666666665,464.4805868281485,435.45227649308913,-29.02831033505936,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,48,4.0,470.753300872195,441.0108922171416,-29.742408655053396,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,49,4.083333333333333,475.94413292186096,446.2171626092168,-29.72697031264414,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,50,4.166666666666667,480.3379585161229,451.17208449354627,-29.165874022576645,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,51,4.25,484.3575093214977,456.0204112025588,-28.337098118938854,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,52,4.333333333333333,488.4553077067932,460.91707699249,-27.538230714303154,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,53,4.416666666666667,493.0028048592762,465.9918660823261,-27.01093877695007,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,54,4.5,498.2105829248124,471.32264518888206,-26.887937735930336,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,55,4.583333333333333,504.10101315675314,476.9245840121523,-27.17642914460083,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,56,4.666666666666667,510.5384291832714,482.75788171478064,-27.780547468490738,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,57,4.75,517.3062194430199,488.7510731715926,-28.555146271427304,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,58,4.833333333333333,524.207294577015,494.8323977178922,-29.37489685912277,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,59,4.916666666666667,531.156376789644,500.95920168355036,-30.197175106093653,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,60,5.0,538.2331052678983,507.13581444397596,-31.09729082392232,D
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,61,5.083333333333333,545.6764198769359,513.0923658322919,-32.58405404464406,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,62,5.166666666666667,553.8203944498867,519.0820013039674,-34.738393145919304,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,63,5.25,562.9917572826186,525.1175328335509,-37.8742244490677,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,64,5.333333333333333,573.4014349401796,531.2072077997196,-42.19422714045993,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,65,5.416666666666667,585.0631624592787,537.3481295828387,-47.71503287643998,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,66,5.5,597.7637345023811,543.5243710923755,-54.23936341000558,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,67,5.583333333333333,611.0958914336259,549.7106754480295,-61.385215985596346,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,68,5.666666666666667,624.5486377756775,555.8806363657534,-68.66800140992416,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,69,5.75,637.6325679590569,562.0165585562772,-75.6160094027797,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,70,5.833333333333333,650.0033875784873,568.117395387333,-81.88599219115429,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,71,5.916666666666667,661.5422387728556,574.2015701897428,-87.3406685831128,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,72,6.0,672.3625076303645,580.3030397515631,-92.05946787880134,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,73,6.083333333333333,531.058798153423,572.4192603250515,41.360462171628456,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,74,6.166666666666667,596.3563847193182,585.1239893602792,-11.232395359038946,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,75,6.25,643.7695015345046,595.4301353542626,-48.339366180241996,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,76,6.333333333333333,653.6723707062318,601.8433546354064,-51.829016070825446,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,77,6.416666666666667,663.4227918498731,608.2869316770617,-55.13586017281136,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,78,6.5,672.6363843270594,614.6916485502522,-57.94473577680719,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,79,6.583333333333333,680.8761253877237,620.9825273736684,-59.89359801405533,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,80,6.666666666666667,687.8008658668208,627.0970975630271,-60.70376830379371,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,81,6.75,693.2994691802605,633.0017222595735,-60.29774692068702,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,82,6.833333333333333,697.5627725763734,638.7013487082944,-58.86142386807899,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,83,6.916666666666667,701.0649310712125,644.2398629119567,-56.82506815925581,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,84,7.0,704.458369895269,649.6909821410841,-54.76738775418494,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,85,7.083333333333333,708.4177414866526,655.1424080340643,-53.27533345258837,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,86,7.166666666666667,713.4837032657243,660.6778536477559,-52.80584961796842,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,87,7.25,719.9527561603496,666.3619523235635,-53.59080383678611,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,88,7.333333333333333,727.8411601306628,672.2318977694582,-55.60926236120463,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,89,7.416666666666667,736.9285427797087,678.2973997110787,-58.63114306862997,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,90,7.5,746.8660466833499,684.5479126143,-62.31813406904985,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,91,7.583333333333333,757.3167761723869,690.9639060715047,-66.35287010088223,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,92,7.666666666666667,768.0854242144082,697.5278427301528,-70.55758148425548,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,93,7.75,774.2981808032957,699.361362585693,-74.93681821760276,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,94,7.833333333333333,781.0354457107827,701.3152955879149,-79.72015012286784,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,95,7.916666666666667,788.6421694128439,703.3898849175933,-85.25228449525059,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,96,8.0,797.4380188554289,705.5771653477227,-91.86085350770622,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,97,8.083333333333334,807.5701128912883,707.8512088089776,-99.7189040823107,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,98,8.166666666666666,818.907794241848,710.163167271674,-108.74462697017407,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,99,8.25,831.0138149754387,712.4439233198749,-118.56989165556377,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,100,8.333333333333334,843.2061638437666,714.6147136996028,-128.5914501441638,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,101,8.416666666666666,854.7003981389071,716.6033714811701,-138.09702665773693,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,102,8.5,864.7967945601395,718.3616992606427,-146.43509529949677,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,103,8.583333333333334,873.0566185512903,719.8786791091915,-153.17793944209882,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,104,8.666666666666666,879.4079565371145,721.1851147146275,-158.222841822487,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,105,8.75,884.1413738478217,722.3477016084368,-161.79367223938493,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,106,8.833333333333334,887.7946920272292,723.453689170519,-164.34100285671013,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,107,8.916666666666666,890.9672751894233,724.5901785871736,-166.3770966022497,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,108,9.0,894.1281490256861,725.8237367435894,-168.30441228209668,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,109,9.083333333333334,897.4805255454079,727.185899827474,-170.29462571793385,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,110,9.166666666666666,900.9231083505744,728.6683914400055,-172.25471691056885,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,111,9.25,904.1172715549867,730.2290728251155,-173.8881987298712,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,112,9.333333333333334,906.6379406244332,731.8066097651224,-174.8313308593108,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,113,9.416666666666666,908.1604463515947,733.3394299174853,-174.82101643410942,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,114,9.5,908.6218416031131,734.7834344784006,-173.8384071247125,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,115,9.583333333333334,908.3003249539237,736.1234633544514,-172.17686159947232,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,116,9.666666666666666,907.7830465713179,737.3755657416347,-170.4074808296832,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,117,9.75,907.8323050822194,738.5800697572092,-169.25223532501013,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,118,9.833333333333334,909.1956380424524,739.7883138457719,-169.40732419668052,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,119,9.916666666666666,912.421180421348,741.0477456398171,-171.37343478153093,E
Próxima al retiro en Fondo A,60,45.0,0.6,180.0,A,120,10.0,917.73250644117,742.3903271709239,-175.3421792702461,E
