scenario,scenario_label,draw_id,path_id,final_balance_uf,total_contributions_uf,contribution_density,months_cotizando,months_desempleado,months_informal,months_licencia,months_invalidez,baseline_final_balance_same_draw_uf,paired_gap_vs_baseline_uf,paired_gap_vs_baseline_pct
estable,Trayectoria estable,draw_01572,estable_01572,7011.143775480025,2246.9775330975663,0.9541666666666667,458,18,3,1,0,7011.143775480025,0.0,0.0
estable,Trayectoria estable,draw_01573,estable_01573,7130.627816847653,2284.3846563793645,0.9708333333333333,466,1,6,7,0,7130.627816847653,0.0,0.0
estable,Trayectoria estable,draw_01574,estable_01574,7187.465580551803,2326.419953657222,0.9875,474,3,2,1,0,7187.465580551803,0.0,0.0
estable,Trayectoria estable,draw_01575,estable_01575,7129.359323288011,2325.145898817796,0.9854166666666667,473,3,2,2,0,7129.359323288011,0.0,0.0
estable,Trayectoria estable,draw_01576,estable_01576,6199.018113030818,2114.719448901304,0.8895833333333333,427,12,41,0,0,6199.018113030818,0.0,0.0
estable,Trayectoria estable,draw_01577,estable_01577,7059.237389755997,2248.8555577506477,0.95625,459,14,4,3,0,7059.237389755997,0.0,0.0
estable,Trayectoria estable,draw_01578,estable_01578,6906.701304531658,2220.112021841365,0.9416666666666667,452,10,13,5,0,6906.701304531658,0.0,0.0
estable,Trayectoria estable,draw_01579,estable_01579,5745.290975377215,1339.0224893376503,0.6125,294,13,5,3,165,5745.290975377215,0.0,0.0
estable,Trayectoria estable,draw_01580,estable_01580,5159.274166475987,1139.917405725045,0.5270833333333333,253,21,18,0,188,5159.274166475987,0.0,0.0
estable,Trayectoria estable,draw_01581,estable_01581,6997.865005736855,2236.3227810371473,0.95,456,12,11,1,0,6997.865005736855,0.0,0.0
estable,Trayectoria estable,draw_01582,estable_01582,6985.546025032589,2251.6886076645,0.95625,459,13,4,4,0,6985.546025032589,0.0,0.0
estable,Trayectoria estable,draw_01583,estable_01583,7164.784701512148,2306.0409502306566,0.9791666666666666,470,6,2,2,0,7164.784701512148,0.0,0.0
estable,Trayectoria estable,draw_01584,estable_01584,7205.467197745318,2332.1372783694574,0.9895833333333334,475,5,0,0,0,7205.467197745318,0.0,0.0
estable,Trayectoria estable,draw_01585,estable_01585,7028.210888779981,2216.504414256785,0.9458333333333333,454,10,15,1,0,7028.210888779981,0.0,0.0
estable,Trayectoria estable,draw_01586,estable_01586,6874.625323275193,2234.0481023679317,0.9458333333333333,454,6,19,1,0,6874.625323275193,0.0,0.0
estable,Trayectoria estable,draw_01587,estable_01587,6417.046462088886,2125.8926092606216,0.8958333333333334,430,25,23,2,0,6417.046462088886,0.0,0.0
estable,Trayectoria estable,draw_01588,estable_01588,6955.097074914823,2245.9945937028465,0.9520833333333333,457,19,1,3,0,6955.097074914823,0.0,0.0
estable,Trayectoria estable,draw_01589,estable_01589,6993.683312875938,2271.5734160153697,0.9625,462,10,7,1,0,6993.683312875938,0.0,0.0
estable,Trayectoria estable,draw_01590,estable_01590,6364.211428132546,2154.1514598466297,0.90625,435,26,12,7,0,6364.211428132546,0.0,0.0
estable,Trayectoria estable,draw_01591,estable_01591,6663.68329850281,2161.853014302799,0.91875,441,11,24,4,0,6663.68329850281,0.0,0.0
estable,Trayectoria estable,draw_01592,estable_01592,6720.1210311757595,2185.015259687722,0.925,444,21,12,3,0,6720.1210311757595,0.0,0.0
estable,Trayectoria estable,draw_01593,estable_01593,6920.82457714464,2261.8751192345308,0.9583333333333334,460,10,1,9,0,6920.82457714464,0.0,0.0
estable,Trayectoria estable,draw_01594,estable_01594,7168.034696049892,2330.147267265796,0.9875,474,6,0,0,0,7168.034696049892,0.0,0.0
estable,Trayectoria estable,draw_01595,estable_01595,6999.229579196971,2233.486810444509,0.95,456,18,4,2,0,6999.229579196971,0.0,0.0
estable,Trayectoria estable,draw_01596,estable_01596,7077.771672291286,2220.253508015427,0.9479166666666666,455,2,22,1,0,7077.771672291286,0.0,0.0
estable,Trayectoria estable,draw_01597,estable_01597,7034.484492324191,2289.620550322989,0.9708333333333333,466,7,5,2,0,7034.484492324191,0.0,0.0
estable,Trayectoria estable,draw_01598,estable_01598,7198.3098557825115,2314.6701882058724,0.9833333333333333,472,6,2,0,0,7198.3098557825115,0.0,0.0
estable,Trayectoria estable,draw_01599,estable_01599,7117.8262894547315,2272.9786856317824,0.9666666666666667,464,5,7,4,0,7117.8262894547315,0.0,0.0
estable,Trayectoria estable,draw_01600,estable_01600,6985.282716869104,2216.222201984112,0.94375,453,2,21,4,0,6985.282716869104,0.0,0.0
estable,Trayectoria estable,draw_01601,estable_01601,3165.665424718709,475.0012270531647,0.23541666666666666,113,2,3,2,360,3165.665424718709,0.0,0.0
estable,Trayectoria estable,draw_01602,estable_01602,7103.611052178888,2305.0038660884047,0.9770833333333333,469,7,1,3,0,7103.611052178888,0.0,0.0
estable,Trayectoria estable,draw_01603,estable_01603,7233.399050170075,2342.9184219687672,0.99375,477,2,0,1,0,7233.399050170075,0.0,0.0
estable,Trayectoria estable,draw_01604,estable_01604,6862.508592815362,2200.752077507863,0.9333333333333333,448,9,18,5,0,6862.508592815362,0.0,0.0
estable,Trayectoria estable,draw_01605,estable_01605,6890.129424741135,2216.190904845595,0.9416666666666667,452,17,8,3,0,6890.129424741135,0.0,0.0
estable,Trayectoria estable,draw_01606,estable_01606,6722.007365428604,2214.2688883794963,0.9354166666666667,449,5,26,0,0,6722.007365428604,0.0,0.0
estable,Trayectoria estable,draw_01607,estable_01607,6603.512457457763,2186.202696775386,0.9229166666666667,443,8,27,2,0,6603.512457457763,0.0,0.0
estable,Trayectoria estable,draw_01608,estable_01608,7049.518667564347,2279.5357025494222,0.9666666666666667,464,11,0,5,0,7049.518667564347,0.0,0.0
estable,Trayectoria estable,draw_01609,estable_01609,7072.757449141342,2271.5433947800693,0.9645833333333333,463,2,12,3,0,7072.757449141342,0.0,0.0
estable,Trayectoria estable,draw_01610,estable_01610,6964.7455947300605,2158.831774540808,0.925,444,17,18,1,0,6964.7455947300605,0.0,0.0
estable,Trayectoria estable,draw_01611,estable_01611,7047.856566438026,2261.715140187023,0.9604166666666667,461,9,9,1,0,7047.856566438026,0.0,0.0
estable,Trayectoria estable,draw_01612,estable_01612,7088.996309344601,2274.2499399369854,0.9666666666666667,464,1,10,5,0,7088.996309344601,0.0,0.0
estable,Trayectoria estable,draw_01613,estable_01613,4056.262995469672,670.8508834810034,0.32708333333333334,157,1,1,1,320,4056.262995469672,0.0,0.0
estable,Trayectoria estable,draw_01614,estable_01614,6984.441082693191,2264.2860036874636,0.9604166666666667,461,12,6,1,0,6984.441082693191,0.0,0.0
estable,Trayectoria estable,draw_01615,estable_01615,7023.744108507969,2250.855034344659,0.95625,459,7,12,2,0,7023.744108507969,0.0,0.0
estable,Trayectoria estable,draw_01616,estable_01616,7118.4496940257,2238.7243687327345,0.95625,459,7,14,0,0,7118.4496940257,0.0,0.0
estable,Trayectoria estable,draw_01617,estable_01617,7019.184494852245,2269.3897330209766,0.9625,462,8,4,6,0,7019.184494852245,0.0,0.0
estable,Trayectoria estable,draw_01618,estable_01618,5463.475635334702,1157.4467763524156,0.5395833333333333,259,5,0,2,214,5463.475635334702,0.0,0.0
estable,Trayectoria estable,draw_01619,estable_01619,7239.23548996176,2348.2401035775356,0.9958333333333333,478,2,0,0,0,7239.23548996176,0.0,0.0
estable,Trayectoria estable,draw_01620,estable_01620,6626.880709376176,2194.476180736599,0.9270833333333334,445,6,26,3,0,6626.880709376176,0.0,0.0
estable,Trayectoria estable,draw_01621,estable_01621,6976.139615431442,2206.120170464933,0.9395833333333333,451,17,11,1,0,6976.139615431442,0.0,0.0
estable,Trayectoria estable,draw_01622,estable_01622,6898.424164204117,2134.8783218688527,0.9145833333333333,439,9,25,7,0,6898.424164204117,0.0,0.0
estable,Trayectoria estable,draw_01623,estable_01623,7031.103256622314,2250.88716441016,0.95625,459,14,7,0,0,7031.103256622314,0.0,0.0
estable,Trayectoria estable,draw_01624,estable_01624,7065.901120670404,2245.6821808345853,0.95625,459,17,3,1,0,7065.901120670404,0.0,0.0
estable,Trayectoria estable,draw_01625,estable_01625,6822.89844194517,2205.455240806642,0.9354166666666667,449,27,2,2,0,6822.89844194517,0.0,0.0
estable,Trayectoria estable,draw_01626,estable_01626,7021.3369768925395,2279.250169074891,0.9666666666666667,464,3,9,4,0,7021.3369768925395,0.0,0.0
estable,Trayectoria estable,draw_01627,estable_01627,7012.18114980924,2261.6930497946996,0.9604166666666667,461,6,4,9,0,7012.18114980924,0.0,0.0
estable,Trayectoria estable,draw_01628,estable_01628,7029.745124808736,2313.61360770513,0.9791666666666666,470,5,4,1,0,7029.745124808736,0.0,0.0
estable,Trayectoria estable,draw_01629,estable_01629,6789.215968559643,2190.0846599415295,0.9291666666666667,446,8,20,6,0,6789.215968559643,0.0,0.0
estable,Trayectoria estable,draw_01630,estable_01630,7051.412635005508,2260.574560697951,0.9604166666666667,461,14,2,3,0,7051.412635005508,0.0,0.0
estable,Trayectoria estable,draw_01631,estable_01631,7185.702365271626,2329.2713155799174,0.9875,474,4,1,1,0,7185.702365271626,0.0,0.0
estable,Trayectoria estable,draw_01632,estable_01632,5641.21772608075,2088.1556473731803,0.86875,417,12,48,3,0,5641.21772608075,0.0,0.0
estable,Trayectoria estable,draw_01633,estable_01633,2404.1526658434946,331.146120101448,0.16666666666666666,80,0,6,0,394,2404.1526658434946,0.0,0.0
estable,Trayectoria estable,draw_01634,estable_01634,7185.105477378073,2290.6659314528915,0.975,468,6,2,4,0,7185.105477378073,0.0,0.0
estable,Trayectoria estable,draw_01635,estable_01635,7109.000977863793,2303.170893403494,0.9770833333333333,469,6,3,2,0,7109.000977863793,0.0,0.0
estable,Trayectoria estable,draw_01636,estable_01636,6618.476137782677,2199.7807755805507,0.9291666666666667,446,11,16,7,0,6618.476137782677,0.0,0.0
estable,Trayectoria estable,draw_01637,estable_01637,6956.832989503109,2246.979243116487,0.9541666666666667,458,14,7,1,0,6956.832989503109,0.0,0.0
estable,Trayectoria estable,draw_01638,estable_01638,6823.311379759908,2240.6994290455154,0.9479166666666666,455,3,21,1,0,6823.311379759908,0.0,0.0
estable,Trayectoria estable,draw_01639,estable_01639,7112.194798037903,2320.0835176490664,0.9833333333333333,472,2,3,3,0,7112.194798037903,0.0,0.0
estable,Trayectoria estable,draw_01640,estable_01640,634.5013547260946,72.50993039692219,0.0375,18,0,0,0,462,634.5013547260946,0.0,0.0
estable,Trayectoria estable,draw_01641,estable_01641,6998.486252982565,2304.4481363922055,0.975,468,3,6,3,0,6998.486252982565,0.0,0.0
estable,Trayectoria estable,draw_01642,estable_01642,7234.507999560789,2342.4572827883053,0.99375,477,2,0,1,0,7234.507999560789,0.0,0.0
estable,Trayectoria estable,draw_01643,estable_01643,7098.548239131351,2276.035061570128,0.9666666666666667,464,12,1,3,0,7098.548239131351,0.0,0.0
estable,Trayectoria estable,draw_01644,estable_01644,6918.984810830084,2070.213561653108,0.8958333333333334,430,5,0,2,43,6918.984810830084,0.0,0.0
estable,Trayectoria estable,draw_01645,estable_01645,7186.572549514372,2276.7279823004947,0.9708333333333333,466,3,10,1,0,7186.572549514372,0.0,0.0
estable,Trayectoria estable,draw_01646,estable_01646,6906.3537452302035,2202.0493809073528,0.9354166666666667,449,5,25,1,0,6906.3537452302035,0.0,0.0
estable,Trayectoria estable,draw_01647,estable_01647,6990.197223190275,2221.795639578937,0.9458333333333333,454,7,19,0,0,6990.197223190275,0.0,0.0
estable,Trayectoria estable,draw_01648,estable_01648,6972.982860720261,2272.297537547325,0.9625,462,9,3,6,0,6972.982860720261,0.0,0.0
estable,Trayectoria estable,draw_01649,estable_01649,7029.319130614481,2243.6426873171617,0.9541666666666667,458,14,7,1,0,7029.319130614481,0.0,0.0
estable,Trayectoria estable,draw_01650,estable_01650,6917.207002500913,2274.516604160375,0.9625,462,16,0,2,0,6917.207002500913,0.0,0.0
estable,Trayectoria estable,draw_01651,estable_01651,6882.643152849317,2198.7384545056543,0.9354166666666667,449,7,23,1,0,6882.643152849317,0.0,0.0
estable,Trayectoria estable,draw_01652,estable_01652,7122.37534108516,2287.992281918577,0.9729166666666667,467,12,0,1,0,7122.37534108516,0.0,0.0
estable,Trayectoria estable,draw_01653,estable_01653,6733.839841141844,2222.7770263446832,0.9395833333333333,451,3,25,1,0,6733.839841141844,0.0,0.0
estable,Trayectoria estable,draw_01654,estable_01654,6655.0757280785765,2142.1489303685953,0.9083333333333333,436,20,17,7,0,6655.0757280785765,0.0,0.0
estable,Trayectoria estable,draw_01655,estable_01655,6674.10571359574,2192.3112693340913,0.9270833333333334,445,13,19,3,0,6674.10571359574,0.0,0.0
estable,Trayectoria estable,draw_01656,estable_01656,6870.392943933285,2265.0012053816513,0.9583333333333334,460,16,0,4,0,6870.392943933285,0.0,0.0
estable,Trayectoria estable,draw_01657,estable_01657,6150.540375773019,2114.314552770254,0.8895833333333333,427,5,45,3,0,6150.540375773019,0.0,0.0
estable,Trayectoria estable,draw_01658,estable_01658,6736.755381102425,2260.116090706364,0.9541666666666667,458,4,17,1,0,6736.755381102425,0.0,0.0
estable,Trayectoria estable,draw_01659,estable_01659,5726.142045860116,1391.0282980315963,0.63125,303,16,0,6,155,5726.142045860116,0.0,0.0
estable,Trayectoria estable,draw_01660,estable_01660,6835.53364139725,2234.6793977659167,0.9458333333333333,454,12,13,1,0,6835.53364139725,0.0,0.0
estable,Trayectoria estable,draw_01661,estable_01661,6851.082702556145,2212.2946283540987,0.9395833333333333,451,8,19,2,0,6851.082702556145,0.0,0.0
estable,Trayectoria estable,draw_01662,estable_01662,6780.516019441268,2241.861141063967,0.9479166666666666,455,16,7,2,0,6780.516019441268,0.0,0.0
estable,Trayectoria estable,draw_01663,estable_01663,6679.804912756648,2184.719765781465,0.925,444,13,19,4,0,6679.804912756648,0.0,0.0
estable,Trayectoria estable,draw_01664,estable_01664,6981.587030453038,2261.338523447559,0.9583333333333334,460,3,14,3,0,6981.587030453038,0.0,0.0
estable,Trayectoria estable,draw_01665,estable_01665,7254.516155525254,2340.7132419490877,0.99375,477,3,0,0,0,7254.516155525254,0.0,0.0
estable,Trayectoria estable,draw_01666,estable_01666,7253.089568705193,2341.431029828395,0.99375,477,2,0,1,0,7253.089568705193,0.0,0.0
estable,Trayectoria estable,draw_01667,estable_01667,7210.730710381801,2343.4848416287127,0.99375,477,2,0,1,0,7210.730710381801,0.0,0.0
estable,Trayectoria estable,draw_01668,estable_01668,7244.545014531736,2335.970199672524,0.9916666666666667,476,2,0,2,0,7244.545014531736,0.0,0.0
estable,Trayectoria estable,draw_01669,estable_01669,6861.2157123038305,2252.5871182791207,0.9541666666666667,458,15,7,0,0,6861.2157123038305,0.0,0.0
estable,Trayectoria estable,draw_01670,estable_01670,7090.8656542027,2294.52145844775,0.9729166666666667,467,11,0,2,0,7090.8656542027,0.0,0.0
estable,Trayectoria estable,draw_01671,estable_01671,7059.886321175229,2231.309828183899,0.9520833333333333,457,7,0,2,14,7059.886321175229,0.0,0.0
estable,Trayectoria estable,draw_01672,estable_01672,6881.0796411294605,2231.083658088621,0.9458333333333333,454,12,14,0,0,6881.0796411294605,0.0,0.0
estable,Trayectoria estable,draw_01673,estable_01673,5455.665986614173,1162.5741693211949,0.5416666666666666,260,1,1,2,216,5455.665986614173,0.0,0.0
estable,Trayectoria estable,draw_01674,estable_01674,6904.573378037364,2230.3513740139847,0.9458333333333333,454,10,13,3,0,6904.573378037364,0.0,0.0
estable,Trayectoria estable,draw_01675,estable_01675,7149.296271689131,2310.684752629907,0.98125,471,7,0,2,0,7149.296271689131,0.0,0.0
estable,Trayectoria estable,draw_01676,estable_01676,6955.9493625188625,2251.5391751996835,0.9541666666666667,458,11,1,10,0,6955.9493625188625,0.0,0.0
estable,Trayectoria estable,draw_01677,estable_01677,7060.116547404242,2283.3384781723767,0.96875,465,12,0,3,0,7060.116547404242,0.0,0.0
estable,Trayectoria estable,draw_01678,estable_01678,1907.4821813392164,250.49086190233663,0.12708333333333333,61,2,0,0,417,1907.4821813392164,0.0,0.0
estable,Trayectoria estable,draw_01679,estable_01679,6562.2289451448,2160.469832989013,0.9125,438,7,33,2,0,6562.2289451448,0.0,0.0
estable,Trayectoria estable,draw_01680,estable_01680,6776.558376755223,2208.76188220029,0.9375,450,16,12,2,0,6776.558376755223,0.0,0.0
estable,Trayectoria estable,draw_01681,estable_01681,6955.5574744708,2246.0758216829986,0.9520833333333333,457,6,13,4,0,6955.5574744708,0.0,0.0
estable,Trayectoria estable,draw_01682,estable_01682,6941.571072066951,2245.942160826285,0.9520833333333333,457,7,13,3,0,6941.571072066951,0.0,0.0
estable,Trayectoria estable,draw_01683,estable_01683,7034.358335460491,2252.3488919169786,0.9583333333333334,460,15,3,2,0,7034.358335460491,0.0,0.0
estable,Trayectoria estable,draw_01684,estable_01684,7050.889422509665,2244.0335374110837,0.9541666666666667,458,16,2,4,0,7050.889422509665,0.0,0.0
estable,Trayectoria estable,draw_01685,estable_01685,7107.335316177315,2316.294224565306,0.98125,471,3,5,1,0,7107.335316177315,0.0,0.0
estable,Trayectoria estable,draw_01686,estable_01686,6872.11027058973,2153.6631065074416,0.91875,441,11,27,1,0,6872.11027058973,0.0,0.0
estable,Trayectoria estable,draw_01687,estable_01687,7152.5599041817195,2319.581491338465,0.9833333333333333,472,2,3,3,0,7152.5599041817195,0.0,0.0
estable,Trayectoria estable,draw_01688,estable_01688,6971.046012035873,2260.6840069095347,0.9583333333333334,460,6,12,2,0,6971.046012035873,0.0,0.0
estable,Trayectoria estable,draw_01689,estable_01689,6308.813875070864,1993.9609332712184,0.85,408,19,52,1,0,6308.813875070864,0.0,0.0
estable,Trayectoria estable,draw_01690,estable_01690,6801.2771255946445,2234.9213109577904,0.9458333333333333,454,12,12,2,0,6801.2771255946445,0.0,0.0
estable,Trayectoria estable,draw_01691,estable_01691,7180.142042939679,2334.1775622168193,0.9895833333333334,475,1,0,4,0,7180.142042939679,0.0,0.0
estable,Trayectoria estable,draw_01692,estable_01692,6939.581928960542,2290.3604549891197,0.96875,465,2,8,5,0,6939.581928960542,0.0,0.0
estable,Trayectoria estable,draw_01693,estable_01693,3069.877114987163,447.3755669025603,0.22291666666666668,107,0,0,0,373,3069.877114987163,0.0,0.0
estable,Trayectoria estable,draw_01694,estable_01694,7092.078875610841,2305.1666283418813,0.9770833333333333,469,8,2,1,0,7092.078875610841,0.0,0.0
estable,Trayectoria estable,draw_01695,estable_01695,7074.373037446894,2276.2777802668024,0.9666666666666667,464,9,3,4,0,7074.373037446894,0.0,0.0
estable,Trayectoria estable,draw_01696,estable_01696,6648.705053875675,2146.631354650875,0.9083333333333333,436,11,31,2,0,6648.705053875675,0.0,0.0
estable,Trayectoria estable,draw_01697,estable_01697,6888.203149804551,2151.705380715189,0.91875,441,22,15,2,0,6888.203149804551,0.0,0.0
estable,Trayectoria estable,draw_01698,estable_01698,6705.396172057581,2208.7314018137085,0.9354166666666667,449,27,2,2,0,6705.396172057581,0.0,0.0
estable,Trayectoria estable,draw_01699,estable_01699,6578.7032187084615,2224.5381912110097,0.9375,450,17,5,8,0,6578.7032187084615,0.0,0.0
estable,Trayectoria estable,draw_01700,estable_01700,7097.2041893655205,2316.331887145548,0.98125,471,8,0,1,0,7097.2041893655205,0.0,0.0
estable,Trayectoria estable,draw_01701,estable_01701,6004.637916114151,2034.7047864674853,0.85625,411,18,47,4,0,6004.637916114151,0.0,0.0
estable,Trayectoria estable,draw_01702,estable_01702,7098.6065245734235,2306.3668815503215,0.9770833333333333,469,11,0,0,0,7098.6065245734235,0.0,0.0
estable,Trayectoria estable,draw_01703,estable_01703,6056.892926835215,2086.9634213962754,0.875,420,21,37,2,0,6056.892926835215,0.0,0.0
estable,Trayectoria estable,draw_01704,estable_01704,7173.022805421293,2280.0870975757807,0.9708333333333333,466,3,10,1,0,7173.022805421293,0.0,0.0
estable,Trayectoria estable,draw_01705,estable_01705,6816.085965096233,2239.4817253936094,0.9479166666666666,455,12,9,4,0,6816.085965096233,0.0,0.0
estable,Trayectoria estable,draw_01706,estable_01706,6800.168857052773,2152.5020992800314,0.9166666666666666,440,18,17,5,0,6800.168857052773,0.0,0.0
estable,Trayectoria estable,draw_01707,estable_01707,6815.662596254097,2220.3098199124784,0.9395833333333333,451,11,18,0,0,6815.662596254097,0.0,0.0
estable,Trayectoria estable,draw_01708,estable_01708,6936.5379425391975,2240.0669022431694,0.9520833333333333,457,11,10,2,0,6936.5379425391975,0.0,0.0
estable,Trayectoria estable,draw_01709,estable_01709,6882.673611567878,2148.850759701436,0.9166666666666666,440,3,34,3,0,6882.673611567878,0.0,0.0
estable,Trayectoria estable,draw_01710,estable_01710,5857.872599344537,2055.7997623978986,0.8604166666666667,413,14,50,3,0,5857.872599344537,0.0,0.0
estable,Trayectoria estable,draw_01711,estable_01711,7011.421104303311,2252.5976251504517,0.95625,459,13,0,8,0,7011.421104303311,0.0,0.0
estable,Trayectoria estable,draw_01712,estable_01712,7081.908175734892,2295.2436507882503,0.9729166666666667,467,6,7,0,0,7081.908175734892,0.0,0.0
estable,Trayectoria estable,draw_01713,estable_01713,6619.575269908855,2110.5301702523875,0.8979166666666667,431,22,23,4,0,6619.575269908855,0.0,0.0
estable,Trayectoria estable,draw_01714,estable_01714,5539.57030328502,1313.401533177903,0.6,288,0,9,4,179,5539.57030328502,0.0,0.0
estable,Trayectoria estable,draw_01715,estable_01715,7108.979717609393,2269.850237595508,0.9666666666666667,464,4,11,1,0,7108.979717609393,0.0,0.0
estable,Trayectoria estable,draw_01716,estable_01716,7043.151106027974,2257.922264400039,0.9583333333333334,460,6,14,0,0,7043.151106027974,0.0,0.0
estable,Trayectoria estable,draw_01717,estable_01717,6935.619530202352,2185.4573860730347,0.9333333333333333,448,12,20,0,0,6935.619530202352,0.0,0.0
estable,Trayectoria estable,draw_01718,estable_01718,6625.353510790844,1852.0658613204257,0.8145833333333333,391,2,3,1,83,6625.353510790844,0.0,0.0
estable,Trayectoria estable,draw_01719,estable_01719,6462.1879789330815,2179.209394664658,0.9208333333333333,442,4,33,1,0,6462.1879789330815,0.0,0.0
estable,Trayectoria estable,draw_01720,estable_01720,6796.094480237469,2213.743198824461,0.9395833333333333,451,27,2,0,0,6796.094480237469,0.0,0.0
estable,Trayectoria estable,draw_01721,estable_01721,7094.80614585069,2292.7924348118486,0.9729166666666667,467,6,5,2,0,7094.80614585069,0.0,0.0
estable,Trayectoria estable,draw_01722,estable_01722,7039.111710943518,2287.534640572144,0.9708333333333333,466,11,3,0,0,7039.111710943518,0.0,0.0
estable,Trayectoria estable,draw_01723,estable_01723,6578.908228623445,2141.5811220216747,0.90625,435,21,21,3,0,6578.908228623445,0.0,0.0
estable,Trayectoria estable,draw_01724,estable_01724,6931.001743953046,2183.226125449377,0.93125,447,29,4,0,0,6931.001743953046,0.0,0.0
estable,Trayectoria estable,draw_01725,estable_01725,7035.449825346381,2259.091708053715,0.9583333333333334,460,17,0,3,0,7035.449825346381,0.0,0.0
estable,Trayectoria estable,draw_01726,estable_01726,6438.463615134775,2103.4651983699737,0.8916666666666667,428,7,42,3,0,6438.463615134775,0.0,0.0
estable,Trayectoria estable,draw_01727,estable_01727,2835.8959157791815,424.5477766974043,0.21041666666666667,101,12,0,0,367,2835.8959157791815,0.0,0.0
estable,Trayectoria estable,draw_01728,estable_01728,7088.571364170692,2284.0704059232485,0.96875,465,11,0,4,0,7088.571364170692,0.0,0.0
estable,Trayectoria estable,draw_01729,estable_01729,6990.726907950351,2299.1304505999506,0.9729166666666667,467,5,7,1,0,6990.726907950351,0.0,0.0
estable,Trayectoria estable,draw_01730,estable_01730,7192.064245261097,2290.20001097595,0.975,468,8,0,4,0,7192.064245261097,0.0,0.0
estable,Trayectoria estable,draw_01731,estable_01731,7087.562108445254,2294.1271647383023,0.9729166666666667,467,2,6,5,0,7087.562108445254,0.0,0.0
estable,Trayectoria estable,draw_01732,estable_01732,6687.308158638025,2191.339152073772,0.9291666666666667,446,13,17,4,0,6687.308158638025,0.0,0.0
estable,Trayectoria estable,draw_01733,estable_01733,6729.611047225465,2082.6496796024285,0.8916666666666667,428,8,35,9,0,6729.611047225465,0.0,0.0
estable,Trayectoria estable,draw_01734,estable_01734,7065.335353329108,2248.9242535198878,0.95625,459,9,8,4,0,7065.335353329108,0.0,0.0
estable,Trayectoria estable,draw_01735,estable_01735,7096.344934874642,2292.5934101701037,0.9729166666666667,467,7,4,2,0,7096.344934874642,0.0,0.0
estable,Trayectoria estable,draw_01736,estable_01736,6711.267297137309,2207.3723133834087,0.9333333333333333,448,19,9,4,0,6711.267297137309,0.0,0.0
estable,Trayectoria estable,draw_01737,estable_01737,6788.430720432982,2151.952172783846,0.9166666666666666,440,23,16,1,0,6788.430720432982,0.0,0.0
estable,Trayectoria estable,draw_01738,estable_01738,6381.15783057219,2012.627789537015,0.8583333333333333,412,14,53,1,0,6381.15783057219,0.0,0.0
estable,Trayectoria estable,draw_01739,estable_01739,6178.515902420577,2176.9963615179267,0.9125,438,12,25,5,0,6178.515902420577,0.0,0.0
estable,Trayectoria estable,draw_01740,estable_01740,7089.623342127003,2321.170691484291,0.9833333333333333,472,5,2,1,0,7089.623342127003,0.0,0.0
estable,Trayectoria estable,draw_01741,estable_01741,6528.975305357035,2161.800699078059,0.9125,438,9,33,0,0,6528.975305357035,0.0,0.0
estable,Trayectoria estable,draw_01742,estable_01742,6856.081591052141,2193.0275676833926,0.93125,447,13,18,2,0,6856.081591052141,0.0,0.0
estable,Trayectoria estable,draw_01743,estable_01743,7178.916067932286,2296.674106754257,0.9770833333333333,469,7,0,4,0,7178.916067932286,0.0,0.0
estable,Trayectoria estable,draw_01744,estable_01744,6790.3859808296065,2216.278663858852,0.9395833333333333,451,11,14,4,0,6790.3859808296065,0.0,0.0
estable,Trayectoria estable,draw_01745,estable_01745,6479.038221530278,2106.242761672565,0.89375,429,24,21,6,0,6479.038221530278,0.0,0.0
estable,Trayectoria estable,draw_01746,estable_01746,6549.857555221284,2123.914170859104,0.9020833333333333,433,17,24,6,0,6549.857555221284,0.0,0.0
estable,Trayectoria estable,draw_01747,estable_01747,6956.896665485483,2235.143254935915,0.9479166666666666,455,16,7,2,0,6956.896665485483,0.0,0.0
estable,Trayectoria estable,draw_01748,estable_01748,6983.953860692528,2299.1943456340077,0.9729166666666667,467,9,2,2,0,6983.953860692528,0.0,0.0
estable,Trayectoria estable,draw_01749,estable_01749,7021.117275491325,2220.2816952642884,0.9458333333333333,454,13,10,3,0,7021.117275491325,0.0,0.0
estable,Trayectoria estable,draw_01750,estable_01750,6947.18893999962,2248.179347073985,0.9541666666666667,458,8,7,7,0,6947.18893999962,0.0,0.0
estable,Trayectoria estable,draw_01751,estable_01751,5355.788408873513,1102.6015241336258,0.5166666666666667,248,0,12,0,220,5355.788408873513,0.0,0.0
estable,Trayectoria estable,draw_01752,estable_01752,6145.723366818826,1487.1507978843804,0.675,324,1,0,1,154,6145.723366818826,0.0,0.0
estable,Trayectoria estable,draw_01753,estable_01753,7059.802123527332,2205.8590467456147,0.9416666666666667,452,13,14,1,0,7059.802123527332,0.0,0.0
estable,Trayectoria estable,draw_01754,estable_01754,7088.548190305097,2264.680305828595,0.9625,462,7,8,3,0,7088.548190305097,0.0,0.0
estable,Trayectoria estable,draw_01755,estable_01755,7069.96428878803,2254.0952940558686,0.9583333333333334,460,10,7,3,0,7069.96428878803,0.0,0.0
estable,Trayectoria estable,draw_01756,estable_01756,7026.442589628576,2247.4034651719767,0.9541666666666667,458,8,14,0,0,7026.442589628576,0.0,0.0
estable,Trayectoria estable,draw_01757,estable_01757,6859.278766258045,2253.192206857454,0.9541666666666667,458,5,13,4,0,6859.278766258045,0.0,0.0
