scenario,scenario_label,representative_path_id,month,age,state,potential_wage_uf,contribution_uf,fund_proxy,monthly_return,opening_balance_uf,closing_balance_uf
estable,Trayectoria estable,estable_01538,276,47.91666666666667,cotizando,50.244840723507814,5.0244840723507815,C,0.009270095330130079,2589.0737202947175,2618.1457420172705
estable,Trayectoria estable,estable_01538,277,48.0,cotizando,50.286520733937216,5.028652073393722,C,0.009326320399952183,2618.1457420172705,2647.638958954905
estable,Trayectoria estable,estable_01538,278,48.08333333333333,cotizando,50.32823531952388,5.032823531952388,C,0.008860170643771311,2647.638958954905,2676.1749071416075
estable,Trayectoria estable,estable_01538,279,48.16666666666667,cotizando,50.36998450894921,5.036998450894921,C,0.008040511089060698,2676.1749071416075,2702.77021965154
estable,Trayectoria estable,estable_01538,280,48.25,cotizando,50.41176833091842,5.041176833091843,C,0.007097970577928234,2702.77021965154,2727.0313621074583
estable,Trayectoria estable,estable_01538,281,48.33333333333333,cotizando,50.4535868141605,5.045358681416051,C,0.00625528981362376,2727.0313621074583,2749.1666524704633
estable,Trayectoria estable,estable_01538,282,48.41666666666667,cotizando,50.49543998742833,5.049543998742833,C,0.005662535998537961,2749.1666524704633,2769.81204482947
estable,Trayectoria estable,estable_01538,283,48.5,cotizando,50.537327879498584,5.053732787949858,C,0.005357181325626347,2769.81204482947,2789.731236742391
estable,Trayectoria estable,estable_01538,284,48.58333333333333,cotizando,50.579250519171836,5.057925051917184,C,0.005261070232638836,2789.731236742391,2809.4927438599257
estable,Trayectoria estable,estable_01538,285,48.66666666666667,desempleado,50.62120793527256,0.0,C,0.005214576226040094,2809.4927438599257,2824.1430579292896
estable,Trayectoria estable,estable_01538,286,48.75,desempleado,50.66320015664911,0.0,C,0.005036491537505198,2824.1430579292896,2838.3668305412543
estable,Trayectoria estable,estable_01538,287,48.83333333333333,desempleado,50.7052272121738,0.0,C,0.004590124108212787,2838.3668305412543,2851.395286558073
estable,Trayectoria estable,estable_01538,288,48.91666666666667,cotizando,50.74728913074289,5.074728913074289,C,0.0038342422526617273,2851.395286558073,2867.422413497928
estable,Trayectoria estable,estable_01538,289,49.0,cotizando,50.78938594127659,5.07893859412766,C,0.002842471107349381,2867.422413497928,2880.6663541911994
estable,Trayectoria estable,estable_01538,290,49.08333333333333,cotizando,50.831517672719116,5.083151767271912,C,0.0017849108940162835,2880.6663541911994,2890.9003116890585
estable,Trayectoria estable,estable_01538,291,49.16666666666667,cotizando,50.87368435403871,5.087368435403871,C,0.0008778694704849663,2890.9003116890585,2898.529979295744
estable,Trayectoria estable,estable_01538,292,49.25,cotizando,50.9158860142276,5.09158860142276,C,0.0003178176748922745,2898.529979295744,2904.5443901526432
estable,Trayectoria estable,estable_01538,293,49.33333333333333,cotizando,50.95812268230211,5.095812268230212,C,0.0002207334848429247,2904.5443901526432,2910.282457442393
estable,Trayectoria estable,estable_01538,294,49.41666666666667,cotizando,51.000394387302606,5.100039438730261,C,0.0005862921724459537,2910.282457442393,2917.091762818731
estable,Trayectoria estable,estable_01538,295,49.5,cotizando,51.04270115829357,5.104270115829357,C,0.001298431437301726,2917.091762818731,2925.9903041296807
estable,Trayectoria estable,estable_01538,296,49.58333333333333,cotizando,51.08504302436356,5.108504302436356,C,0.0021622003668215614,2925.9903041296807,2937.436431350899
estable,Trayectoria estable,estable_01538,297,49.66666666666667,cotizando,51.12742001462529,5.112742001462529,C,0.002965192939341644,2937.436431350899,2951.274399384852
estable,Trayectoria estable,estable_01538,298,49.75,cotizando,51.1698321582156,5.11698321582156,C,0.0035439730917471005,2951.274399384852,2966.868754109283
estable,Trayectoria estable,estable_01538,299,49.83333333333333,cotizando,51.21227948429555,5.1212279484295555,C,0.0038342422526616974,2966.868754109283,2983.385311621405
estable,Trayectoria estable,estable_01538,300,49.91666666666667,cotizando,51.25476202205032,5.125476202205032,C,0.0038886221238150563,2983.385311621405,3000.1319769904007
estable,Trayectoria estable,estable_01538,301,50.0,cotizando,51.29727980068935,5.129727980068935,C,0.0038562094921798374,3000.1319769904007,3016.8506236836615
estable,Trayectoria estable,estable_01538,302,50.08333333333333,cotizando,51.33983284944631,5.133983284944631,C,0.003930245329703484,3016.8506236836615,3033.8617478565798
estable,Trayectoria estable,estable_01538,303,50.16666666666667,cotizando,51.38242119757909,5.138242119757909,C,0.004280456470229364,3033.8617478565798,3052.008297146459
estable,Trayectoria estable,estable_01538,304,50.25,cotizando,51.425044874369874,5.142504487436987,C,0.00499162263802326,3052.008297146459,3072.4109447831825
estable,Trayectoria estable,estable_01538,305,50.33333333333333,cotizando,51.467703909125134,5.146770390912514,C,0.006028094686140973,3072.4109447831825,3096.109524483228
estable,Trayectoria estable,estable_01538,306,50.41666666666667,desempleado,51.510398331175644,0.0,C,0.007235903576033221,3096.109524483228,3118.5126744632266
estable,Trayectoria estable,estable_01538,307,50.5,desempleado,51.5531281698765,0.0,C,0.00838230147426481,3118.5126744632266,3144.652987851893
estable,Trayectoria estable,estable_01538,308,50.58333333333333,cotizando,51.59589345460719,5.15958934546072,C,0.00922079313438603,3144.652987851893,3178.8563473837776
estable,Trayectoria estable,estable_01538,309,50.66666666666667,cotizando,51.63869421477153,5.163869421477154,C,0.009561672628169059,3178.8563473837776,3214.4647757598186
estable,Trayectoria estable,estable_01538,310,50.75,cotizando,51.68153047979776,5.168153047979776,C,0.009326320399952197,3214.4647757598186,3249.6602570720966
estable,Trayectoria estable,estable_01538,311,50.83333333333333,cotizando,51.724402279138495,5.1724402279138495,C,0.008568593345732357,3249.6602570720966,3282.7220350915677
estable,Trayectoria estable,estable_01538,312,50.91666666666667,cotizando,51.767309642270824,5.176730964227083,C,0.007456947442296787,3282.7220350915677,3312.416454349865
estable,Trayectoria estable,estable_01538,313,51.0,cotizando,51.81025259869625,5.181025259869625,C,0.006223206729410811,3312.416454349865,3338.2435745703183
estable,Trayectoria estable,estable_01538,314,51.08333333333333,cotizando,51.85323117794077,5.185323117794077,C,0.005094254151578766,3338.2435745703183,3360.461174230669
estable,Trayectoria estable,estable_01538,315,51.16666666666667,cotizando,51.896245409554886,5.189624540955489,C,0.004228100590269373,3360.461174230669,3379.8811089005508
estable,Trayectoria estable,estable_01538,316,51.25,cotizando,51.939295323113576,5.193929532311358,C,0.0036741671192656654,3379.8811089005508,3397.512369835319
estable,Trayectoria estable,estable_01538,317,51.33333333333333,cotizando,51.98238094821639,5.198238094821639,C,0.0033697300354652714,3397.512369835319,3414.1768240676793
estable,Trayectoria estable,estable_01538,318,51.41666666666667,cotizando,52.0255023144874,5.20255023144874,C,0.0031728522956860935,3414.1768240676793,3430.228559996695
estable,Trayectoria estable,estable_01538,319,51.5,cotizando,52.06865945157527,5.206865945157528,C,0.0029204646292522803,3430.228559996695,3445.4684935893956
estable,Trayectoria estable,estable_01538,320,51.58333333333333,cotizando,52.11185238915326,5.211185238915327,C,0.0024922747517752983,3445.4684935893956,3459.2797206683185
estable,Trayectoria estable,estable_01538,321,51.66666666666667,cotizando,52.15508115691925,5.215508115691925,C,0.0018594089092673456,3459.2797206683185,3470.937142078526
estable,Trayectoria estable,estable_01538,322,51.75,cotizando,52.198345784595745,5.219834578459575,C,0.0011016818550475202,3470.937142078526,3479.9865957234656
estable,Trayectoria estable,estable_01538,323,51.83333333333333,cotizando,52.24164630192988,5.2241646301929885,C,0.0003875495659030273,3479.9865957234656,3486.561452270914
estable,Trayectoria estable,estable_01538,324,51.91666666666667,cotizando,52.28498273869353,5.228498273869353,C,-7.712177572295284e-05,3486.561452270914,3491.520657503346
estable,Trayectoria estable,estable_01538,325,52.0,cotizando,52.32835512468321,5.232835512468322,C,-0.00011519502699995054,3491.520657503346,3496.350684402774
estable,Trayectoria estable,estable_01538,326,52.08333333333333,cotizando,52.37176348972018,5.237176348972018,C,0.000361927049701447,3496.350684402774,3502.855180115458
estable,Trayectoria estable,estable_01538,327,52.16666666666667,cotizando,52.41520786365044,5.241520786365044,C,0.0013202395523903003,3502.855180115458,3512.728228919964
estable,Trayectoria estable,estable_01538,328,52.25,cotizando,52.45868827634471,5.245868827634471,C,0.0026062079877113738,3512.728228919964,3527.14266994171
estable,Trayectoria estable,estable_01538,329,52.33333333333333,cotizando,52.50220475769854,5.250220475769854,C,0.0039866499770354145,3527.14266994171,3546.4753044529425
estable,Trayectoria estable,estable_01538,330,52.41666666666667,cotizando,52.54575733763227,5.254575733763227,C,0.005213426028959601,3546.4753044529425,3570.2465611919047
estable,Trayectoria estable,estable_01538,331,52.5,cotizando,52.58934604609102,5.258934604609102,C,0.006093012701892189,3570.2465611919047,3597.291096198087
estable,Trayectoria estable,estable_01538,332,52.58333333333333,cotizando,52.6329709130448,5.26329709130448,C,0.006539380131184603,3597.291096198087,3626.11286591038
estable,Trayectoria estable,estable_01538,333,52.66666666666667,cotizando,52.676631968488444,5.2676631968488445,C,0.006593760002337984,3626.11286591038,3655.3249807933253
estable,Trayectoria estable,estable_01538,334,52.75,cotizando,52.72032924244169,5.2720329242441695,C,0.006405249102324957,3655.3249807933253,3684.0440494536574
estable,Trayectoria estable,estable_01538,335,52.83333333333333,cotizando,52.76406276494918,5.276406276494918,C,0.006178478419321444,3684.0440494536574,3712.1148425478427
estable,Trayectoria estable,estable_01538,336,52.91666666666667,cotizando,52.807832566080464,5.280783256608046,C,0.006104906080443313,3712.1148425478427,3740.0899769638377
estable,Trayectoria estable,estable_01538,337,53.0,cotizando,52.85163867593005,5.285163867593005,C,0.006299399188432931,3740.0899769638377,3768.9687539539614
estable,Trayectoria estable,estable_01538,338,53.08333333333333,cotizando,52.89548112461738,5.2895481124617385,C,0.006762042066085314,3768.9687539539614,3799.7799954732677
estable,Trayectoria estable,estable_01538,339,53.16666666666667,cotizando,52.939359942286934,5.293935994228693,C,0.007377097140891743,3799.7799954732677,3833.144331488207
estable,Trayectoria estable,estable_01538,340,53.25,cotizando,52.98327515910816,5.298327515910817,C,0.007949288772372585,3833.144331488207,3868.9555481367356
estable,Trayectoria estable,estable_01538,341,53.33333333333333,cotizando,53.02722680527553,5.302722680527554,C,0.008265801888178114,3868.9555481367356,3906.2821221474737
estable,Trayectoria estable,estable_01538,342,53.41666666666667,cotizando,53.07121491100859,5.307121491100859,C,0.008164311300055804,3906.2821221474737,3943.52467590159
estable,Trayectoria estable,estable_01538,343,53.5,cotizando,53.11523950655193,5.311523950655193,C,0.0075855311476503515,3943.52467590159,3978.790219843193
estable,Trayectoria estable,estable_01538,344,53.58333333333333,cotizando,53.159300622175245,5.315930062217525,C,0.006593760002337944,3978.790219843193,4010.3763896817254
estable,Trayectoria estable,estable_01538,345,53.66666666666667,cotizando,53.20339828817333,5.320339828817334,C,0.005359098085859289,4010.3763896817254,4037.2172421670543
estable,Trayectoria estable,estable_01538,346,53.75,cotizando,53.24753253486612,5.324753253486612,C,0.0041071798211578525,4037.2172421670543,4059.1454423303153
estable,Trayectoria estable,estable_01538,347,53.83333333333333,cotizando,53.29170339259868,5.329170339259868,C,0.0030525302212248,4059.1454423303153,4076.8815442581495
estable,Trayectoria estable,estable_01538,348,53.91666666666667,cotizando,53.33591089174127,5.333591089174128,C,0.002336760393095841,4076.8815442581495,4091.7542939917003
estable,Trayectoria estable,estable_01538,349,54.0,cotizando,53.38015506268935,5.338015506268935,C,0.0019911529129049673,4091.7542939917003,4105.250246784466
estable,Trayectoria estable,estable_01538,350,54.08333333333333,cotizando,53.424435935863556,5.342443593586356,C,0.0019352946271967283,4105.250246784466,4118.547898326336
estable,Trayectoria estable,estable_01538,351,54.16666666666667,cotizando,53.4687535417098,5.34687535417098,C,0.002011816633641137,4118.547898326336,4132.191293781583
estable,Trayectoria estable,estable_01538,352,54.25,cotizando,53.51310791069924,5.351310791069924,C,0.002045700780734861,4132.191293781583,4146.006778709151
estable,Trayectoria estable,estable_01538,353,54.33333333333333,cotizando,53.55749907332829,5.355749907332829,C,0.0019087111050113941,4146.006778709151,4159.286280375783
estable,Trayectoria estable,estable_01538,354,54.41666666666667,cotizando,53.60192706011868,5.360192706011869,C,0.001567831611228372,4159.286280375783,4171.175937471883
estable,Trayectoria estable,estable_01538,355,54.5,cotizando,53.646391901617456,5.364639190161746,C,0.0011016818550474952,4171.175937471883,4181.141795632224
estable,Trayectoria estable,estable_01538,356,54.58333333333333,cotizando,53.690893628397006,5.369089362839701,C,0.0006791268639419915,4181.141795632224,4189.354057003249
estable,Trayectoria estable,estable_01538,357,54.66666666666667,cotizando,53.73543227105507,5.3735432271055075,C,0.0005064418710409461,4189.354057003249,4196.851985924723
estable,Trayectoria estable,estable_01538,358,54.75,cotizando,53.78000786021477,5.378000786021477,C,0.000759568821517466,4196.851985924723,4205.421869589495
estable,Trayectoria estable,estable_01538,359,54.83333333333333,cotizando,53.82462042652467,5.382462042652467,C,0.0015229627117464377,4205.421869589495,4217.217229615683
estable,Trayectoria estable,estable_01538,360,54.91666666666667,cotizando,53.86927000065868,5.386927000065868,C,0.0027546749606588575,4217.217229615683,4234.236058554752
estable,Trayectoria estable,estable_01538,361,55.0,cotizando,53.913956613316245,5.391395661331625,D,0.003143937484165517,4234.236058554752,4252.956577888291
estable,Trayectoria estable,estable_01538,362,55.08333333333333,cotizando,53.958680295222194,5.3958680295222194,D,0.004112436379345011,4252.956577888291,4275.864649432478
estable,Trayectoria estable,estable_01538,363,55.16666666666667,cotizando,54.00344107712691,5.400344107712691,D,0.004952881641732808,4275.864649432478,4302.469592330089
estable,Trayectoria estable,estable_01538,364,55.25,cotizando,54.04823898980624,5.404823898980624,D,0.005538277837784478,4302.469592330089,4331.732621636429
estable,Trayectoria estable,estable_01538,365,55.33333333333333,cotizando,54.09307406406157,5.409307406406157,D,0.005805118282758876,4331.732621636429,4362.319550950042
estable,Trayectoria estable,estable_01538,366,55.41666666666667,cotizando,54.13794633071986,5.413794633071987,D,0.005766510452945865,4362.319550950042,4392.9199255761
estable,Trayectoria estable,estable_01538,367,55.5,cotizando,54.18285582063363,5.418285582063363,D,0.005502839631555447,4392.9199255761,4422.541560979509
estable,Trayectoria estable,estable_01538,368,55.58333333333333,cotizando,54.22780256468097,5.422780256468098,D,0.0051332696475509506,4422.541560979509,4450.694276189282
estable,Trayectoria estable,estable_01538,369,55.66666666666667,cotizando,54.272786593765616,5.427278659376562,D,0.004777259152593811,4450.694276189282,4477.409602331631
estable,Trayectoria estable,estable_01538,370,55.75,desempleado,54.31780793881693,0.0,D,0.004518231688307897,4477.409602331631,4497.63957627842
estable,Trayectoria estable,estable_01538,371,55.83333333333333,desempleado,54.36286663078991,0.0,D,0.004380660375587584,4497.63957627842,4517.342207753897
estable,Trayectoria estable,estable_01538,372,55.91666666666667,cotizando,54.40796270066527,5.440796270066528,D,0.0043274119509139905,4517.342207753897,4542.354949246967
estable,Trayectoria estable,estable_01538,373,56.0,cotizando,54.4530961794494,5.4453096179449405,D,0.0042776575677763015,4542.354949246967,4567.254191058981
estable,Trayectoria estable,estable_01538,374,56.08333333333333,cotizando,54.49826709817442,5.449826709817443,D,0.0041390839603834455,4567.254191058981,4591.630823624326
estable,Trayectoria estable,estable_01538,375,56.16666666666667,cotizando,54.54347548789818,5.454347548789818,D,0.0038436172973998605,4591.630823624326,4614.7546072546575
estable,Trayectoria estable,estable_01538,376,56.25,cotizando,54.588721379704296,5.45887213797043,D,0.0033748334327688327,4614.7546072546575,4635.805930309411
estable,Trayectoria estable,estable_01538,377,56.33333333333333,cotizando,54.634004804702194,5.46340048047022,D,0.0027779901550270365,4635.805930309411,4654.162731297645
estable,Trayectoria estable,estable_01538,378,56.41666666666667,cotizando,54.679325794027065,5.4679325794027065,D,0.0021492857102742235,4654.162731297645,4669.645541478074
estable,Trayectoria estable,estable_01538,379,56.5,desempleado,54.72468437883997,0.0,D,0.0016077038686946742,4669.645541478074,4677.15294868054
estable,Trayectoria estable,estable_01538,380,56.58333333333333,cotizando,54.77008059032778,5.477008059032778,D,0.001258484042881336,4677.15294868054,4688.5229718188475
estable,Trayectoria estable,estable_01538,381,56.66666666666667,cotizando,54.815514459703266,5.481551445970327,D,0.0011600346049899838,4688.5229718188475,4699.449730947785
estable,Trayectoria estable,estable_01538,382,56.75,cotizando,54.86098601820509,5.486098601820509,D,0.0013050922609814507,4699.449730947785,4711.076204889165
estable,Trayectoria estable,estable_01538,383,56.83333333333333,cotizando,54.90649529709781,5.490649529709781,D,0.0016224345225508865,4711.076204889165,4724.219175311403
estable,Trayectoria estable,estable_01538,384,56.91666666666667,cotizando,54.952042327671926,5.495204232767193,D,0.00199890217216161,4724.219175311403,4739.168615891144
estable,Trayectoria estable,estable_01538,385,57.0,cotizando,54.997627141243896,5.49976271412439,D,0.002314969391055575,4739.168615891144,4755.65214067245
estable,Trayectoria estable,estable_01538,386,57.083333333333336,cotizando,55.04324976915616,5.504324976915616,D,0.0024826923621797774,4755.65214067245,4772.976952441776
estable,Trayectoria estable,estable_01538,387,57.166666666666664,cotizando,55.08891024277715,5.508891024277716,D,0.0024739879347321623,4772.976952441776,4790.307759789077
estable,Trayectoria estable,estable_01538,388,57.25,cotizando,55.13460859350134,5.513460859350134,D,0.0023301399978840082,4790.307759789077,4806.9961554973615
estable,Trayectoria estable,estable_01538,389,57.333333333333336,cotizando,55.18034485274921,5.518034485274921,D,0.002149285710274191,4806.9961554973615,4822.857657961658
estable,Trayectoria estable,estable_01538,390,57.416666666666664,cotizando,55.22611905196733,5.522611905196733,D,0.0020555540258377055,4822.857657961658,4838.305266368856
estable,Trayectoria estable,estable_01538,391,57.5,cotizando,55.27193122262837,5.527193122262837,D,0.00215932954091798,4838.305266368856,4854.291890012156
estable,Trayectoria estable,estable_01538,392,57.583333333333336,cotizando,55.31778139623106,5.531778139623107,D,0.0025209595402100843,4854.291890012156,4872.075086991745
estable,Trayectoria estable,estable_01538,393,57.666666666666664,cotizando,55.363669604300306,5.536366960430031,D,0.0031292068303092964,4872.075086991745,4892.874509029477
estable,Trayectoria estable,estable_01538,394,57.75,cotizando,55.409595878387144,5.540959587838715,D,0.0039011899181655486,4892.874509029477,4917.5251176584725
estable,Trayectoria estable,estable_01538,395,57.833333333333336,cotizando,55.455560250068785,5.545556025006879,D,0.004703879600524708,4917.5251176584725,4946.22820539736
estable,Trayectoria estable,estable_01538,396,57.916666666666664,cotizando,55.501562750948644,5.5501562750948645,D,0.005390537505661688,4946.22820539736,4978.471108650775
estable,Trayectoria estable,estable_01538,397,58.0,cotizando,55.547603412656336,5.554760341265634,D,0.005840889445497689,4978.471108650775,5013.137013086324
estable,Trayectoria estable,estable_01538,398,58.083333333333336,cotizando,55.59368226684772,5.559368226684772,D,0.005992763044444637,5013.137013086324,5048.77223951823
estable,Trayectoria estable,estable_01538,399,58.166666666666664,cotizando,55.63979934520493,5.563979934520493,D,0.005855705776740296,5048.77223951823,5083.932925250589
estable,Trayectoria estable,estable_01538,400,58.25,cotizando,55.68595467943635,5.568595467943635,D,0.005502839631555453,5083.932925250589,5117.508231391605
estable,Trayectoria estable,estable_01538,401,58.333333333333336,cotizando,55.73214830127671,5.573214830127672,D,0.0050440743237565215,5117.508231391605,5148.922649803133
estable,Trayectoria estable,estable_01538,402,58.416666666666664,cotizando,55.778380242487,5.577838024248701,D,0.004589614390908062,5148.922649803133,5178.157657444258
estable,Trayectoria estable,estable_01538,403,58.5,cotizando,55.82465053485465,5.582465053485465,D,0.0042156200805946896,5178.157657444258,5205.592801450729
estable,Trayectoria estable,estable_01538,404,58.583333333333336,cotizando,55.87095921019337,5.587095921019337,D,0.003943004511658714,5205.592801450729,5231.72760321815
estable,Trayectoria estable,estable_01538,405,58.666666666666664,cotizando,55.917306300343306,5.591730630034331,D,0.003735968729734335,5231.72760321815,5256.885795107074
estable,Trayectoria estable,estable_01538,406,58.75,cotizando,55.96369183717102,5.596369183717102,D,0.0035204051337762794,5256.885795107074,5281.008233518366
estable,Trayectoria estable,estable_01538,407,58.833333333333336,cotizando,56.01011585256948,5.601011585256948,D,0.003215814889092264,5281.008233518366,5303.61000182684
estable,Trayectoria estable,estable_01538,408,58.916666666666664,cotizando,56.05657837845813,5.605657837845813,D,0.0027699644929282123,5303.61000182684,5323.921998527255
estable,Trayectoria estable,estable_01538,409,59.0,cotizando,56.1030794467829,5.61030794467829,D,0.002184568296876584,5323.921998527255,5341.175033785832
estable,Trayectoria estable,estable_01538,410,59.083333333333336,cotizando,56.14961908951621,5.614961908951621,D,0.0015231329856784466,5341.175033785832,5354.933867904722
estable,Trayectoria estable,estable_01538,411,59.166666666666664,cotizando,56.19619733865698,5.619619733865698,D,0.0008978321649959542,5354.933867904722,5365.366364981971
estable,Trayectoria estable,estable_01538,412,59.25,cotizando,56.24281422623071,5.6242814226230715,D,0.00043906685719702425,5365.366364981971,5373.348870387746
estable,Trayectoria estable,estable_01538,413,59.333333333333336,cotizando,56.28946978428948,5.6289469784289485,D,0.0002570415998461865,5373.348870387746,5380.360438429887
estable,Trayectoria estable,estable_01538,414,59.416666666666664,cotizando,56.33616404491188,5.633616404491189,D,0.0004074253330266226,5380.360438429887,5388.188445255849
estable,Trayectoria estable,estable_01538,415,59.5,cotizando,56.3828970402032,5.63828970402032,D,0.0008720795590892154,5388.188445255849,5398.530581000697
estable,Trayectoria estable,estable_01538,416,59.583333333333336,cotizando,56.4296688022953,5.6429668802295305,D,0.0015612461131648701,5398.530581000697,5412.610792827423
estable,Trayectoria estable,estable_01538,417,59.666666666666664,cotizando,56.47647936334674,5.647647936334675,D,0.002336930667027827,5412.610792827423,5430.920535075861
estable,Trayectoria estable,estable_01538,418,59.75,cotizando,56.52332875554273,5.652332875554273,D,0.0030505937006609957,5430.920535075861,5453.157642895572
estable,Trayectoria estable,estable_01538,419,59.833333333333336,cotizando,56.570217011095174,5.657021701109517,D,0.0035837621742776256,5453.157642895572,5478.377758108055
estable,Trayectoria estable,estable_01538,420,59.916666666666664,cotizando,56.61714416224271,5.661714416224271,D,0.0038792288372611885,5478.377758108055,5505.313316590774
estable,Trayectoria estable,estable_01538,421,60.0,cotizando,56.664110241250725,5.666411024125073,D,0.003953417835668479,5505.313316590774,5532.766933162059
estable,Trayectoria estable,estable_01538,422,60.083333333333336,cotizando,56.71111528041137,5.671111528041138,D,0.003886352462914773,5532.766933162059,5559.962367025782
estable,Trayectoria estable,estable_01538,423,60.166666666666664,cotizando,56.758159312043546,5.675815931204355,D,0.0037926207784782597,5559.962367025782,5586.746537975161
estable,Trayectoria estable,estable_01538,424,60.25,cotizando,56.805242368493026,5.680524236849303,D,0.0037826073787024677,5586.746537975161,5613.581018082388
estable,Trayectoria estable,estable_01538,425,60.333333333333336,cotizando,56.85236448213237,5.685236448213238,D,0.003926200442739105,5613.581018082388,5641.328620187009
estable,Trayectoria estable,estable_01538,426,60.416666666666664,cotizando,56.899525685361,5.6899525685361,D,0.004230276642407128,5641.328620187009,5670.907023523112
estable,Trayectoria estable,estable_01538,427,60.5,cotizando,56.94672601060523,5.694672601060524,D,0.004636814227771007,5670.907023523112,5702.92304363415
estable,Trayectoria estable,estable_01538,428,60.583333333333336,cotizando,56.99396549031826,5.699396549031826,D,0.005041908095390927,5702.92304363415,5737.404789877873
estable,Trayectoria estable,estable_01538,429,60.666666666666664,cotizando,57.04124415698021,5.704124415698022,D,0.005329349096275691,5737.404789877873,5773.715946595773
estable,Trayectoria estable,estable_01538,430,60.75,cotizando,57.08856204309815,5.708856204309815,D,0.005407876743605466,5773.715946595773,5810.679219782562
estable,Trayectoria estable,estable_01538,431,60.833333333333336,cotizando,57.13591918120613,5.713591918120613,D,0.00524015377248127,5810.679219782562,5846.8716044351495
estable,Trayectoria estable,estable_01538,432,60.916666666666664,cotizando,57.18331560386514,5.718331560386514,D,0.0048542633337051765,5846.8716044351495,5880.999948729051
estable,Trayectoria estable,estable_01538,433,61.0,cotizando,57.23075134366324,5.723075134366325,D,0.004334202620057798,5880.999948729051,5912.237274217001
estable,Trayectoria estable,estable_01538,434,61.083333333333336,cotizando,57.27822643321548,5.727822643321549,D,0.0037926207784782623,5912.237274217001,5940.409694252984
estable,Trayectoria estable,estable_01538,435,61.166666666666664,cotizando,57.32574090516398,5.732574090516398,D,0.003334757221559475,5940.409694252984,5965.971209213279
estable,Trayectoria estable,estable_01538,436,61.25,cotizando,57.37329479217796,5.737329479217796,D,0.003025354944702434,5965.971209213279,5989.775076648351
estable,Trayectoria estable,estable_01538,437,61.333333333333336,cotizando,57.4208881269537,5.74208881269537,D,0.0028693517071870876,5989.775076648351,6012.720412875232
estable,Trayectoria estable,estable_01538,438,61.416666666666664,cotizando,57.4685209422146,5.7468520942214605,D,0.002812699658443125,6012.720412875232,6035.395405789985
estable,Trayectoria estable,estable_01538,439,61.5,cotizando,57.516193270711284,5.751619327071129,D,0.0027631526997762344,6035.395405789985,6057.839636829253
estable,Trayectoria estable,estable_01538,440,61.583333333333336,informal,57.56390514522145,0.0,D,0.0026243716679126027,6057.839636829253,6073.737659540906
estable,Trayectoria estable,estable_01538,441,61.666666666666664,informal,57.61165659855001,0.0,D,0.0023323086289993443,6073.737659540906,6087.9034902945305
estable,Trayectoria estable,estable_01538,442,61.75,informal,57.659447663529136,0.0,D,0.001881956689163377,6087.9034902945305,6099.360660991072
estable,Trayectoria estable,estable_01538,443,61.833333333333336,informal,57.70727837301819,0.0,D,0.0013354882239926867,6099.360660991072,6107.5062853277095
estable,Trayectoria estable,estable_01538,444,61.916666666666664,informal,57.75514875990379,0.0,D,0.0008086368412015292,6107.5062853277095,6112.445039917895
estable,Trayectoria estable,estable_01538,445,62.0,informal,57.80305885709987,0.0,D,0.0004390668571970264,6112.445039917895,6115.128811951361
estable,Trayectoria estable,estable_01538,446,62.083333333333336,informal,57.851008697547634,0.0,D,0.0003462369236406254,6115.128811951361,6117.246095338877
estable,Trayectoria estable,estable_01538,447,62.166666666666664,informal,57.89899831421563,0.0,D,0.0005950700947123821,6117.246095338877,6120.886285552209
estable,Trayectoria estable,estable_01538,448,62.25,informal,57.947027740099735,0.0,D,0.0011746911668024226,6120.886285552209,6128.07643660485
estable,Trayectoria estable,estable_01538,449,62.333333333333336,informal,57.99509700822323,0.0,D,0.001998901977093756,6128.07643660485,6140.325860709761
estable,Trayectoria estable,estable_01538,450,62.416666666666664,informal,58.04320615163675,0.0,D,0.0029283738882074964,6140.325860709761,6158.307030625349
estable,Trayectoria estable,estable_01538,451,62.5,informal,58.091355203418395,0.0,D,0.003807846134661013,6158.307030625349,6181.756916247972
estable,Trayectoria estable,estable_01538,452,62.583333333333336,informal,58.139544196673654,0.0,D,0.004507031245568804,6181.756916247972,6209.618287822013
estable,Trayectoria estable,estable_01538,453,62.666666666666664,informal,58.187773164535514,0.0,D,0.0049528816417328024,6209.618287822013,6240.373792241935
estable,Trayectoria estable,estable_01538,454,62.75,informal,58.23604214016443,0.0,D,0.00514368297156078,6240.373792241935,6272.472296653264
estable,Trayectoria estable,estable_01538,455,62.833333333333336,desempleado,58.28435115674837,0.0,D,0.005141209632263366,6272.472296653264,6304.720391642923
estable,Trayectoria estable,estable_01538,456,62.916666666666664,desempleado,58.332700247502835,0.0,D,0.00504407432375653,6304.720391642923,6336.521869888873
estable,Trayectoria estable,estable_01538,457,63.0,cotizando,58.38108944567087,5.838108944567087,D,0.004951244390200124,6336.521869888873,6373.76255309927
estable,Trayectoria estable,estable_01538,458,63.083333333333336,cotizando,58.42951878452311,5.842951878452311,D,0.004927642885774232,6373.76255309927,6411.041922658373
estable,Trayectoria estable,estable_01538,459,63.166666666666664,cotizando,58.47798829735778,5.847798829735779,D,0.0049828859143705335,6411.041922658373,6448.86435089538
estable,Trayectoria estable,estable_01538,460,63.25,cotizando,58.52649801750073,5.852649801750073,D,0.00506982692966322,6448.86435089538,6487.441298770619
